岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
AI算法应用专家,北京,60k-90k,1-3年,本科,"C/C++
Python
算法工程化经验",某500强上市公司,电子商务,1000-9999人,"岗位职责：跟踪前沿AI算法进展，并将相应技术赋能到实际的业务场景中。
任职资格：
1. 计算机相关专业，本科及以上学历，2年以上工作经验； 2. 对常见AI任务有一定的实战经验，如意图识别、情感抽取、跨模态检索，并有扎实的理论基础和丰富的研发经验； 3. 对前沿的NLP和多模态技术有一定了解，如LangChain、DeepSpeed、BLIP2、Llama等，有实践经验更佳； 4. 在ICML、ICLR、NeurIPS、CVPR、ICCV、ACL、EMNLP、KDD、SIGIR、RecSys等有人工智能顶会论文发表者优先。",2023-12-30,boss
ai算法工程师,北京-海淀,18k-25k,经验不限,本科,Python,青鸟职业教育,培训/辅导机构,100-499人,"工作内容：1.针对职业技术培训领域大模型的特点和应用场景，设计并可以不断优化精进模型的prompt，并提升模型在特定任务的性能。
2.基于国内外最新研究成果，落地搜索增强、嵌入模型和VD的实现。
3.设计处置领域大模型评估方案并负责模型评估工作，确保大模型测评结果与实际场景体验一致。
4.辅助设计基于大模型的应用产品生态体系，例如智能文档，面试辅助等。
5.参与大模型应用领域相关产品技术方案的研究与创新，竞品的调研和分析，支持业务的快速迭代。
6.收集职业教育领域数据，收集ChatGPT、MidJourney等AI提示词并验证，以工程的方式进行管理。
7.协助产品经理完成部分产品工作，如用户访谈、竞品调研、课程内容规划研究等。
岗位职责：1.针对职业技术培训领域大模型的特点和应用场景，设计并可以不断优化精进模型的prompt，并提升模型在特定任务的性能。
2.基于国内外最新研究成果，落地搜索增强、嵌入模型和VD的实现。
3.设计处置领域大模型评估方案并负责模型评估工作，确保大模型测评结果与实际场景体验一致。
4.辅助设计基于大模型的应用产品生态体系，例如智能文档，面试辅助等。
5.参与大模型应用领域相关产品技术方案的研究与创新，竞品的调研和分析，支持业务的快速迭代。
6.收集职业教育领域数据，收集ChatGPT、MidJourney等AI提示词并验证，以工程的方式进行管理。
7.协助产品经理完成部分产品工作，如用户访谈、竞品调研、课程内容规划研究等。",2023-12-29,boss
AI算法工程师 国企正式编制,北京,15k-30k,经验不限,本科,"业务导向
智能营销/广告
语音/图像识别
搜索/推荐
Python
TensorFlow/PyTorch
Java
计算机相关专业
机器学习算法/工程化经验
数学/统计相关专业
算法工程师国企正编
算法工程师正式编制
国企算法工程师正编",某大型互联网金融公司,互联网金融,500-999人,"工作职责
1. 负责人脸身份认证领域算法模型研发，包括但不限于：人脸活体检测、人脸识别、人脸质量评估、人脸关键点检测、 图像加密、图像处理等方向的深度学习模型实际研发经验，具有炫彩活检研发经验者优先。
2. 负责深度学习模型压缩、模型剪枝等研发工作，具有便携终端轻量级模型研发经验者优先。
3. 负责跟踪上述领域的先进技术及研发工作。
4. 负责相关算法模型的产线开发、验证、优化及维护等产线工作。
任职要求
1. 计算机相关专业，大学本科毕业，硕士及以上学历者优先。
2. 具有良好的代码能力，精通各类深度学习框架下，模型研发，熟练掌握Python、Java、C++等至少一种语言。
3. 具备快速阅读深度学习相关论文并理解算法的能力。
4. 针对上述人脸相关方向的深度学习建模具有3年及以上经验。",2023-12-30,boss
ai算法,北京,20k-25k·16薪,经验不限,本科,"生物医疗
CNN/RNN/LSTM
R
Shell",某大型医疗器械公司,医疗器械,100-499人,"1. 在眼科AI场景下，实践深度学习或机器学习算法，并针对特定任务进行优化。
2. 了解所需相关行业的前沿发展趋势，组织撰写相关技术文档及展示材料并输出相关专利。
3. （独立选项）该岗位可选择成为项目经理，专门负责产品需求、产品定义等工作。",2023-12-29,boss
AI Agent算法工程师,北京-东城,50k-80k·13薪,经验不限,本科,"大模型算法
强化学习
Python
C/C++
优秀开源项目经历
团队管理经验
参加算法相关竞赛/获奖
Agent",昆仑天工,互联网,500-999人,"岗位职责：
1. 跟进工业界/学术界最新的大模型动态，特别是AI Agent方面的最新研究成果；
2. 参与前沿技术的技术研究和时间，对算法进行优化改进，提升系统的稳定性和性能；
3.和跨职能团队合作，包括产品、开发团队，确保按时交付高质量的Agent产品解决方案。
任职要求：
1. 统招本科及以上学历，计算机及相关专业，有较强的工程能力；
2. 有较强的自我驱动能力，能快速推进新任务的完成；
3.熟悉Agent技术领域最新的研究成果，有实际项目落地经验着优先。",2023-12-29,boss
AI算法工程师(CV方向),北京,70k-100k,经验不限,本科,"深度学习
图像算法
C/C++
MATLAB
CV算法
人脸识别
肢体检测",某大型企业服务公司,企业服务,100-499人,"985 211 大厂优先
岗位职责
1. 负责人脸识别和肢体检测相关算法的持续优化迭代；
2. 了解跟进AI/CV技术进展，推动CV算法在实际应用场景中落地。
任职要求
1. 统招本科及以上学历，计算机、数学、自动化等相关专业；
2. 具有扎实的图像处理和机器学习优化算法基础，有目标检测、关键点检测等方向项目落地经验，有模型部署相关经验；
3. 具有良好的计算机基础和编程能力，熟练使用Python语言，熟悉PyTorch/TensorFlow等深度学习框架，熟悉C/C++，有Linux平台下的开发经验；
4. 具有优秀的分析问题和解决问题的能力，具有良好的沟通能力和团队协作能力。",2023-12-29,boss
算法工程师（点云ai方向）,北京,40k-50k·16薪,经验不限,本科,"深度学习
融合感知算法
C/C++
矿山项目
激光雷达感知算法",某大型知名机械设备公司,机械设备/机电/重工,10000人以上,"工作职责：
1、负责基于深度学习激光雷达点云的3D目标检测、分割、跟踪等算法的研究及迭代计算；
2、负责自动驾驶中激光雷达感知算法的长期研发和迭代，及算法在及时产品中的落地与优化提升；
任职要求：
1、本科及以上学历，要有ai模型训练和使用经验，具备深度学习经验。
2、有至少4年工作经验
3、工作项目涉及激光雷达感知、点云感知、目标检测、深度学习、pointpillar、聚类相关的，涉及其中2个以上
4、有自动驾驶行业（矿山领域更好）从业经验",2023-12-29,boss
AI算法工程师（NLP方向）（央企正编）,北京,40k-50k,经验不限,硕士,"AIGC
chatGPT
知识图谱",某通信公司,通信/网络设备,无,AIGC，chatGPT，知识图谱，将同一副影像中的AI告警事件进行归并整合、告警压制、告警升级等处理。,2023-12-29,boss
AI算法工程师,北京-朝阳,30k-50k,1-3年,本科,"研究导向
Python
机器学习算法/工程化经验
计算机相关专业
深度学习经验
人工智能
Prompt Engineering
Finetune",时光乐章,医疗健康,20-99人,"公司简介：
时光乐章成立于2023年，背靠消费、文娱产业巨头，致力于打造 AI+心理健康用户服务体系。创始团队汇聚老牌产业大佬、心理学领域顶级权威、AI 领域国际顶尖科学家、VR/AR 知名企业创始人、管理咨询和私募股权投资等领域资深人士。
我们正在招聘一名专注于大语言模型（LLMs）的AI算法工程师加入我们的团队，该职位将直接汇报给CTO（AI领域顶尖科学家）。
职责：
1.使用大语言模型API进行应用程序开发
2.对LLMs执行提示工程微调，针对特定任务优化模型性能
3.熟悉大模型的主流multi-agent框架
4.熟知大模型的主流微调算法及向量数据库
5.负责技术文档的开发和维护，包括设计文档、用户手册以及故障排除指南
要求：
1.持有国内外一流院校计算机科学、数据科学、机器学习、人工智能或相关领域的学士或硕士学位
2.具备强大的Python编程能力，并有使用大模型API的经验
3.有产品上线经验者将被优先考虑
4.出色的问题解决能力，能独立完成任务，同时也能融入团队合作
5.优秀的沟通及人际交往技巧
关于福利：
1.足额缴纳五险一金。
2.试用期薪资全额发放。
3.上下班不打卡，自觉工作。
4.公司snack corner，无限零食随便吃。
全员搞笑精英，快来和我们一起来碰撞火花吧！！",2023-12-29,boss
人工智能 NLP工程师,北京-朝阳,20k-40k·13薪,1-3年,本科,"DALLE、Midjourney
ChatGPT模型
StableDiffusion",上海美踏全宇数字科技,互联网,100-499人,"岗位职责：
1、承担基于GPT系列或者其他开源大模型的开发和调优工作，包括训练流程搭建、指令微调、Prompt工程以及面向下游任务的效果优化等；
2、负责语料库的采集、整理和数据制作，以满足模型训练需求，掌握数据增强和降噪技术；
完成大规模预训练模型在游戏、影视等细分领域的落地，支持业务目标提升;
3、紧跟业界大模型进展，探索前沿技术，解决实际问题，包括智能问答、图文内容生成等；4、与其他团队密切合作，包括数据工程师、前后端工程师、产品经理等，实现高质量的产品和解决方案。
任职要求:
1、2年以上相关工作经验， 计算机、人工智能、数学等相关专业研究生学历，优秀者可放宽至本科，有相关方向论文者优先；
2、熟悉NLP主流大模型，如ChatGPT/T5/PaLM/LLaMA/GLM等,对模型背后的原理和各自适用场景有深入的理解。有大模型预训练经验,熟悉相关技术细节和优化策略，如大规模语料收集、模型调优优化、自弱监督学习、强化学习等；
3、有小样本学习 (Few-shot learning)、提示学习(P‘rompt learning)等相关技术经验；
4、有扎实的自然语言处理理论和方法基础，掌握自然语言主要算法模型，具备对Transformer架构及其变体的深入理解；
5、熟悉常见的自然语言处理任务，如文本生成、语义理解、实体识别、知识抽取等；
6、扎实的编程基础：掌握至少一种开发语言如 Python、C、C++等，有基于PyTorch等深度学习框架的实战项目经验；
7、具备良好的数据预处理和数据分析能力，熟悉主流数据处理工具如pandas、NumPy等；
8、具备较强的团队协作能力和沟通能力，有较强的学习能力和业务分析及问题解决能力。
9、关注AIGC领域的业界最新动态，了解 DALLE、Midjourney、StableDiffusion等前沿技术；
10、有CV、多模态项目经验。",2023-12-29,boss
智驾技术部_自动驾驶场景生成AI算法工程师,北京-海淀,28k-45k·16薪,1-3年,本科,"C/C++
Python
TensorFlow/PyTorch",百度,互联网,10000人以上,"工作职责
-通过主动学习等方法挖掘高质量数据，并通过生成式模型生成高质量数据集
-打通仿真数据到测试研发数据全链路
-负责生成式AI算法的研发调试、和测试等工作
-完成相关算法研发和效果验证
任职资格
-具备较好的编程能力，熟练掌握Python/C++编程语言，有Linux平台下开发经验，包括具有使用机器学习库例如TensorFlow、PyTorch的经验
-熟悉NLP、CV等相关技术，熟悉Transformer等深度学习算法，在NLP和CV方面有一定积累沉淀，有一定的多模态相关背景，较强的算法实现能力，熟悉多模态常用算法
-具备深度预训练模型经验者优先。有多模态、NLP、CV、视频/音频算法相关领域经验者优先；对LLM、多模态学习有深入理解和实践，有预训练、可控内容生成方向经验者优先
-有生成模型GAN、VAE、diffusion等工程项目为加分项；有AIGC相关经验者为加分项；有NLP/CV/ML顶会发表经验者（ACL/EMNLP/CVPR/ICCV/NeurIPS等）为加分项
-具备良好的逻辑思维能力、沟通协作能力、自我学习能力，保持对事物的好奇心。态度积极向上，有责任心",2023-12-29,boss
大模型算法（NLP/CV/机器学习）,北京,30k-60k·15薪,1-3年,本科,"大模型算法
图像算法
自然语言处理算法
语音算法
C/C++
Python
分布式训练
算法工程化经验
发表算法相关优秀论文
参加算法相关竞赛/获奖",某知名互联网公司,互联网,1000-9999人,"岗位需求介绍：分为三大方向
第一，机器学习，包括NLP、CV算法，做预训练方向；
第二，强化学习：RLHF方向；
第三，AI infra：大规模分布式训练和推理框架方向
社招岗位寻访方向：
1】硬性要求：年轻、高潜，国内、外名校本、硕、博士，学历越高越好，获得计算机、数学等相关奖项越多越好，工作2~5年+，年纪不能太大，对标阿里P6及以上，字节2-1及以上。
第一梯队人选：满足第一条，且是阿里校招生--阿里星、百度校招生-百度AI DU、快手校招生-快Star、字节校招生2-1及以上级别的。即曾具备这些校招标签的人选~
第二梯队人选：满足第一条，且在知名互联网公司，正在从事大模型相关算法、机器学习等研发的年轻、高潜同学，对标职级能到阿里P6、字节2-1及以上的，
数据质量模型，画像：满足其一即可
1、搜索、评论、资讯类等场景长文本内容理解/类目/标签模型
2、基座模型预训练数据处理
预训练：语言模型，画像：满足其一即可
1、优先看基座模型预训练
2、或者垂类模型做Continue train的也可以，认知要好，nlp的深度要好。
3、NLP场景能力够强也是ok的，核心还是看认知，
预训练-多模态，画像：
1、做过多模态大模型的理解（关键词表征学习）或者生成；经验导向，看有相关经验的",2023-12-29,boss
【AI Researcher】人工智能算法工程师,北京,35k-55k·18薪,经验不限,本科,"深度学习经验
机器学习算法/工程化经验
计算机相关专业",某计算机软件公司,计算机软件,无,"岗位职责：
1. 开展LLM、多模态、NLP、CV、AIGC相关算法的研究与算法优化；
2. 开展LLM、多模态、NLP、CV、AIGC前沿算法研究到应用的转化；
3. 支持产品在LLM、多模态、NLP、CV、AIGC等方面技术需求的调研，提出解决方案，并参与实施。
岗位要求：
1. 3年及以上NLP、CV、AIGC或AI相关工作经验；
2. 有LLM、多模态相关经验；
3. 有产品思维，并具备良好的沟通能力；
4. 有较强的动手能力；
5. 有项目落地经验者优先；
6. 有顶会论文者优先。",2023-12-29,boss
遥感AI算法工程师,北京,18k-25k·14薪,1-3年,本科,"算法
遥感",某铁路公司,铁路/船舶/航空/航天制造,20-99人,"岗位职责：
1. 参与遥感影像智能识别相关的产品研发，协助算法落地
2. 负责遥感业务的视觉感知算法的研发和迭代，研究卫星遥感影像中的物体检
测与分割算法
任职要求：
1. 熟悉 C/C++、Python，有良好的数据结构和算法基础；
2. 有遥感(光学或 SAR)图像处理经验；
3. 深刻理解机器学习、深度学习等相关知识，在目标检测、图像分割、视频分
析等相关领域具有丰富的实践或研究经验
4. 熟悉主流模型和算法，关注领域内的最新进展，能够跟进和实现新的算法;
5. 较强的算法设计和实现能力，熟悉 Caffe/TensorFlow/Pytorch 等训练框架。
6. 良好的团队合作，沟通和协作能力",2023-12-30,boss
AI算法工程师-nlp方向,北京-海淀,25k-40k·15薪,1-3年,硕士,TensorFlow/PyTorch,小白羽,移动互联网,100-499人,"岗位职责
设计和实现自然语言处理算法，包括文本分类、信息提取、情感分析、机器翻译等；
运用深度学习和传统机器学习技术，对大规模文本数据进行处理；
开发和调试基于PyTorch、TensorFlow等框架的NLP模型；
研究和实现基于ChatGPT、LLM等模型的文本生成算法；
分析和优化算法性能，提高算法的效率和准确性；
与团队成员紧密合作，协同完成项目。
岗位要求
1，计算机科学、人工智能、数学、统计学等相关专业的硕士以上学位；
2，有1-3年NLP领域相关经验，精通文本分类、信息提取、情感分析、机器翻译等算法；
3，熟练掌握Python语言，熟悉PyTorch、TensorFlow等深度学习框架；
4，有ChatGPT、LLM等模型开发经验，对NLP领域最新技术有深入了解；
5，熟练掌握常用的数据结构和算法；
6，具备良好的沟通能力和团队合作精神。
加分项
发表过相关领域的论文；
有良好的英语阅读和撰写能力；
有工业界经验，能够快速适应团队的开发环境和工作流程；
对于自然语言处理领域的未来发展有深入的认识和思考。",2023-12-29,boss
人工智能算法工程师 24年毕业解决北京户口,北京-朝阳,15k-25k,经验不限,本科,人工智能算法,北京烽火万家,通信/网络设备,100-499人,"岗位职责：
1. 根据业务实际需求，选择或设计相应的机器学习或深度学习的算法；
2. 对算法模型进行训练、评估和优化，例如迁移学习、参数优化等；
3. 负责模型所需数据、图片的收集；
4. 对模型进行工程化实现，与项目整体系统做集成。
岗位要求：
1.本科及以上学历，计算机、通信、数学等相关专业；
2.熟练掌握信号与系统基本理论和分析方法；
3.熟练掌握C/C++/MATLAB/Python；
4.有责任心，乐于学习并具有团队合作精神，及良好的沟通能力。",2023-12-29,boss
人工智能机器学习深度算法工程师【兼职】,北京-海淀,8k-14k,1-3年,本科,"Python
C/C++
MATLAB",成都俏嘴娃电子商务,电子商务,0-20人,"工作时间：不限
工作时段：不限
结算方式：月结
招聘截止时间：2024-05-16
【任职要求】
1、熟悉深度学习、机器学习等算法并能应用设计与开发，人工智能相关专业本科及以上学历。
2、熟悉C++、Python、Linux等编程语言开发。
2.多劳多得，薪酬只多不少；只要你有专业能力
4.做的多，得的多，前期会有专门的人和你沟通。
5.公司长期招C/单片机/物联网/PLC等专业人员。",2023-12-26,boss
AI人工智能解决方案工程师,北京-海淀,15k-30k,1-3年,本科,"能源/电力相关专业
计算机/通信相关专业
人工智能
AI
电力",河南在信汇通,计算机服务,无,"岗位要求与职责
1. 负责电力行业人工智能解决方案的研发，包括需求分析、方案设计、技术实施等
2. 持续跟踪人工智能技术的发展趋势，进行相关技术的研究、熟悉百度产品
3. 参与面向国网、南网客户的相关业务和技术交流，为其提供特色的解决方案专业建议；
4. 针对公司人工智能项目的实施，制定计划并确保进度和质量；
5. 与团队成员紧密合作，共同完成项目目标。
任职资格：
1. 本科及以上学历，计算机、人工智能或电力等相关专业；
2. 2年以上人工智能相关工作经验，熟悉人工智能解决方案的研发流程；
3. 熟悉常用人工智能算法和框架，如TensorFlow、PyTorch等；熟悉常用编程语言，如Python、Java等；
4. 对电力行业的基本知识和业务流程有深入了解，重点是国家电网或者南网电网 以及 上下游企业；
5. 具备较强的学习能力和抗压能力，能够在短时间内适应新的技术和业务环境；
6. 良好的沟通能力和团队合作精神，能够与团队成员共同完成项目任务。",2023-12-29,boss
