岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
视频AI算法工程师,北京-海淀,15k-30k·13薪,经验不限,本科,"SAM
YOLO
pytorch
TensorFlow
Python
C/C++
Java
GO
计算机
软件工程",龙软科技,"计算机软件,IT服务,计算机软件,矿产/采掘",300-499人,"职位描述
SAMYOLOpytorchTensorFlowPythonC/C++JavaGO计算机软件工程
岗位职责：
1.负责当前产品线的代码改进和完善，增强产品的可扩展性；
2.负责系统的功能测试与项目维护；
3.负责项目相关问题的内部系统、外部系统的技术支持，技术培训等；
4.参与产品策划，完成项目的功能设计与脚本化代码实现；
5.协助完成策划方案与需求明细，负责项目开发过程中相关文档的编写；
6.完成上级领导交办的其他任务。
任职条件：
1. 本科及以上学历，计算机，软件工程，信息系统等相关专业优先；
2. 熟悉CV领域基本模型算法如YOLO，SAM等，在特定领域有相关模型训练实践经验；
3. 熟悉常见深度学习框架，如Pytorch, Tensorflow等；
4. 具有基础算法和编程能力，熟悉常见编程语言，包括但不限于Python, C/C++, Java, Go等；
5. 具备良好的沟通表达能力以及团队合作精神，具有强烈的工作责任心。",2024-12-20,智联
AI算法工程师,北京-丰台,20k-40k,5-10年,本科,"视觉图像算法
PyTorch
定位算法
Python
C++",星宠王国(北京)科技有限公司,云计算/大数据,20-99人,"职位描述
视觉图像算法PyTorch定位算法PythonC++
岗位要求 （有犬鼻纹和虹膜相关经验） 1、本科及以上学历，5年及以上AI、视觉、图像处理相关领域工作经验; 2、熟悉Java、Scala、Python/R等语言；有图像处理、视觉AI项目经验，熟练掌握 Spark ML、Tensorflow、Python Sklearn、Caffe等机器学习和深度学习框架中的一种或多种优先; 3、有过深度学习、强化学习、自然语义、数据挖掘、海量数据处理和并行计算应用经验者优先; 4、孰练掌握互联网或工业制造领域各类算法问题和解决方案，有人工智能落地到实际业务者优先。
岗位职责 1、匹配业务场景，设计图像、视觉算法建模解决方案，对业务数据进行分析、算法设计及验证，并负责各类AI图像处理挖掘算法的开发、应用、监控优化，支撑公司数据挖掘落地; 2、参与AI图像视觉产品技术架构设计、技术规划、技术选型; 3、参与AI图像视觉系统的关键性能调优、重大问题攻关，解决在商用过程中碰到的关键技术难题; 4、开展图像视觉挖掘分析算法/工具研究工作，研发创新方法解决业务问题，并组织相应方法/工具的引入，技术规范制定和推广。 5、有犬鼻纹和虹膜项目经验。 6、同时熟悉jiva语言优先考虑",2024-12-12,智联
AI算法工程师,北京-海淀,15k-16k,1年以下,本科,,首聘(北京)科技有限公司,"企业服务,电子商务",1000-9999人,"职位描述
1. 收集、清洗及挖掘海量语音数据，并利用深度学习模型，探索优化并改进数据生产链路，提高数据生产效率
2. 与算法团队、数据采集团队、平台工程化团队合作，打造一体化的数据生产、模型训练和业务交付平台
3. 基于现有的语音大模型和平台基础，熟练掌握模型训练和调优的方法，支持面向业务交付的模型训练和优化
【任职要求】1. 精通linux平台2. 精通shell、python脚本，代码功底扎实，熟悉常见数据结构及算法3. 具备良好的逻辑思维能力、沟通能力，做事认真细心4. 有深度学习、自然语言处理相关经验者优先",2024-01-03,智联
视觉AI算法工程师,北京-海淀,20k-40k·15薪,1-3年,本科,,南方新华,,无,"职位描述
岗位职责及主要工作描述
负责视觉类算法的部署优化，将相关算法进行工程化落地实现。
负责视觉相关的算法在嵌入式设备（NPU、GPU等AI芯片）上的轻量化与部署；
负责业务的视觉感知算法的研发和迭代；
负责真实业务场景的问题分析、跟踪及解决。
专业技能要求
熟练使用C/C++、CUDA、Python，有良好的数据结构和算法基础，熟悉Linux开发环境；
掌握AI算法加速、量化、剪枝，模型搜索相关的技术及工具链；
具有深度学习算法模型量化移植和应用落地经验，具备独立进行算法应用问题排查及定位能力；
有Jetson GPU、Atlas等相关芯片移植优化经验者优先；
良好的团队合作，沟通和协作能力
可解决北京工作居住证，表现优异者协助解决户口，以及发放期权激励。
应届生可解决北京户口",2024-01-03,智联
AI算法工程师,北京-海淀,30k-50k·14薪,经验不限,本科,,大麦茶(北京)管理咨询有限公司,"互联网,人力资源服务",0-20人,"职位描述
任职要求：
1. 计算机相关专业本科以上学历，精通至少一门语言，Java/C++/Python 等，具有扎实的代码功底；
2. 深入理解主流深度学习算法原理及应用，具有 3 年及以上算法实践及优化经验；
3. 熟悉 Tensorflow/Pytorch 等 AI 算法框架，能够在工业级系统里开发和调优分布式算法；
4. 良好的沟通能力和团队协作能力。
加分项（满足一项即可，多项更佳）：
1. 在国内外一线互联网公司有通过深度神经网络、大语言模型、视觉、语音等算法提升核心业务指标（包括但不限于搜索、推荐、广告、安全等业务）的经验；
2. 有大语言模型预训练、微调、RLHF 实际研究或经验；
3. 在国内外顶级 AI 会议上发表过论文；
4. 在一线公司担任团队或技术负责人；",2024-12-09,智联
AI算法工程师,北京-海淀,50k-70k,3-5年,硕士,"C++
Python
TF
PyTorch",深圳市拓普明途企业管理咨询有限公司,"人力资源服务,人力资源服务,咨询服务",20-99人,"职位描述
C++PythonTFPyTorch
工作职责：
1. 利用公司强大的计算资源，挖掘海量的金融数据，在特征提取、价格预测、组合优化等不同的应用场景实践你的机器学习算法；
2. AI前瞻领域预研与实验；
任职要求：
1. 熟悉任一机器学习分支领域（如统计学习，深度学习，强化学习，组合优化或其他相关前沿技术等）
2. 对量化行业感兴趣，并且有较强的工程实现能力
3. 计算机、数学、统计学或相关专业硕士或博士学位
4. 熟悉C++/Python/Go等一种或多种语言，扎实代码功底和实战能力
5. 熟悉至少一种深度学习框架：TF，pytorch等
职位福利：五险一金、周末双休、弹性工作",2024-12-30,智联
高级算法工程师,北京-海淀,30k-50k,3-5年,硕士,,世猎(上海)人力资源有限公司,人工智能,300-499人,"职位描述
工作职责
1、根据公司产品和业务需求，负责机器视觉相关2 D、3 D的算法研发、性能优化等;
2、负责关键技术的攻关，能够在已有方案基础上，独立完成优化方案的制定、实现和验证，并达到行业先进水平;
3、负责复杂综合技术方案的拆解，并指导他人完成各个拆解技术点的方案调研、方案制定和实现，并且组织联合验证;
4、按时高质量完成开发任务，沉淀相关技术积累与设计文档;对软件开发过程中的问题进行分析和总结，持续推进团队技术成长;
5、跟踪机器视觉领域最新研究成果，开展前沿技术研究，并依据业务需求将技术落地于实际应用场景。
任职资格
1、博士学历，模式识别、图像处理、计算机、数学等相关专业优先，优秀硕士亦可考虑:
2、精通机器视觉图像处理常用管法原理，实现方式:具备扎实的数学基础，图像算法基础:熟练运用Open CV，Hal con等图像处理软件:
3、熟练掌握C/C++开发语言，有良好的编码习惯，熟悉设计模式理论与实践;
4、有过至少4年以上机器视觉算法或图像处理相关的研发经验;有高精度匹配定位、读码、缺陷检测开发经验的优先;
5、计算机视觉领域发表过高质量论文、或者视觉领域权威比赛中取得过名次的优先考虑;
6、熟练掌握算法性能优化，如:内存优化、指令集优化、并行优化等常见算法优化手段;
7、良好的团队精神和沟通能力、逻辑思维能力、学习能力和创新能力，勇于接受挑战。
寻访要求
1.学历:优秀硕士、博士，主要看经历匹配度;
2.传统算法，深度学习不考虑，方向视觉算法、图像算法;
3.应届博士可入站，往届博士可接收集体户口。",2024-12-22,智联
AI算法工程师,北京-海淀,30k-60k·13薪,5-10年,硕士,"视觉图像算法
自然语言处理
C++
Python",北京达美盛软件股份有限公司,"计算机软件,IT服务",500-999人,"职位描述
视觉图像算法自然语言处理C++Python
岗位描述:
1、支撑开发团队与项目团队的算法需求，并参与相关产品、项目的可行性评估；
2、设计并实现相关算法，主要包括机器视觉（语义分割、目标检测、图像分类、行为检测等）、自然语言处理（分类、语义理解）和其它场景中的传统机器学习、数据挖掘类算法；
3、跟进国际前沿研究进展，能够快速验证相关算法是否能够在真实场景中落地应用；
任职要求:
1、5年以上相关经验，计算机、电子或数学等相关专业硕士及以上学历；
2、熟练使用C++或Python编程语言；
3、熟悉计算机视觉中多数标准任务的常见算法，常见任务包括图像及点云数据的语义分割、分类、目标检测等；
4、熟悉自然语言处理中多数标准任务的常见算法，常见任务包括文本分类、实体识别、关系抽取、问答系统等；
5、熟悉机器学习、深度学习相关理论，能够根据产品、项目中的实际情况分析、设计相应算法，并工程化应用；
6、熟悉PyTorch、TensorFlow等主流深度学习框架；
7、较强的编码能力与良好的编程风格；
8、较强的前沿研究、论文追踪、文档撰写能力。
职位福利：周末双休、五险一金、带薪年假、弹性工作、员工旅游、定期体检、补充医疗保险、绩效奖金",2024-01-03,智联
算法工程师（AI 大数据 图像 智能车）,北京-海淀,20k-40k·16薪,经验不限,本科,,外企德科,,无,"职位描述
岗位职责
我们致力于软件算法的研究设计，通过算法大幅改善产品体验和性能效率
1、可以对单点算法性能做出极致优化，或具备全局视野，能从 E2E考虑算法应用竞争力体现;
2、负责移动终端设备人工智能、大数据挖掘算法和解决方案的研究、设计、验证和交付;
3、 对传感器在专业运动健康、生物识别、情景感知等技术做出优秀的用户体验。
岗位要求
1、具备人工智能AI算法、大数据算法、数据结构算法设计和开发能力;
2、具备前沿人工智能技术跟踪和业界趋势的跟踪和算法应用能力;
3、至少掌握Java/Python/C其中一种开发语言，掌握Hadoop开源工具使用更佳;
4、至少掌握一种数据挖掘工具和深度模型训练工具,如 Tensorflow.caffe.matlab;
5、具备较强的动手实践能力,能够快速把想法用算法程序的实现;
6、具备挑战不可能的精神和创新意识，主动担责，攻坚破难;
7、具备良好的团队合作精神，善于沟通。",2024-12-28,智联
NLP算法专家,北京-海淀,30k-50k·13薪,3-5年,硕士,"搜索引擎
Python
多模态算法
大模型算法",北京芳华明德文化艺术有限责任公司,培训/辅导服务,100-299人,"职位描述
搜索引擎Python多模态算法大模型算法
岗位职责：
1.构建知识产权领域文本数据的NLP核心能力，对相关算法模型进行选型和优化；
2.负责海量文本数据的分析理解工作，包括但不限于文本语义表示，分类，聚类，检索，抽取，生成等；
3.跟踪前沿算法，主动使用新技术、新算法、新思路、新观念，负责NLP算法系统的开发和优化。
4.与用户紧密沟通合作，深度了解用户业务需求，提供精细化的nlp分析服务，并撰写方案及培训材料；
5.与公司产品研发团队紧密沟通合作，通过提出需求，使用反馈等方式辅助完善产品功能；
6.对团队其他成员给予必要的工作上的指导和帮助。
岗位要求：
1.对创新和挑战的工作有激情，有良好的沟通能力和团队管理能力，具备出色的规划、执行力，强烈的责任感，以及优秀的学习能力。
2.统招一本及以上学历，计算机，数学，统计学或相关专业；
3.熟练使用python开发语言，熟练掌握机器学习、深度学习的基础理论和方法，熟练使用一种或几种深度学习框架（如tensorflow、caffe、mxnet、pytorch等）；
4.具有较好的方案写作能力，较好的学习能力和分析解决问题的能力；
5.具有良好的团队精神，沟通能力和用户服务意识，有带领团队经验者优先；
6.具有多模态、AIGC、大模型等相关经验者优先；
7.高质量相关论文ACL，EMNLP，COLING，NAACL作者优先。
本研发中心可以提供包括薪资和期权在内的具有行业竞争力的待遇，具体情况面谈。
公司和团队介绍
知呱呱科技服务有限公司是全国领先的知识产权大数据与整体解决方案提供商，致力于用心成就每一次创新，促进人类智慧进步事业。公司的企业文化是成就客户，拼尽全力，合作共赢，拥抱变化，和突破成知呱呱技术研发中心分布在北京，天津和西安几大城市，以技术作为核心驱动力，涵盖与知识产权相关所有业务，是最值得创新者信赖的伙伴，是人才成长和实现价值的沃土！我们诚挚欢迎广大有聪明才智和创业激情的人才加入！研发中心的团队文化是阳光，创新，和追求卓越！在这里您将可以和大数据，人工智能以及互联网领域的具有聪明才智的年轻人一同工作，探讨和发展职业；你将作为技术领头人组建并且带领团队走向成功，实现人生的创业梦想；在这里您将可以沉浸在人类智慧结晶的知识类大数据海洋中，时刻紧跟各个领域的前沿科学技术和知识创新，并且为祖国的知识产权自主创新伟大目标贡献力量！",2024-12-19,智联
AI算法工程师,北京-昌平,15k-20k·14薪,1-3年,本科,"CNN
智能机器人
TensorFlow
PyTorch",图湃(北京)医疗科技有限公司,"医疗设备/器械,医疗设备/器械",100-299人,"职位描述
CNN智能机器人TensorFlowPyTorch
岗位描述
1. 在眼科AI场景下，实践深度学习或机器学习算法，并针对特定任务进行优化。
2. 了解所需相关行业的前沿发展趋势，组织撰写相关技术文档及展示材料并输出相关专利。
3. （独立选项）该岗位可选择成为项目经理，专门负责产品需求、产品定义等工作。
任职要求：
软件、计算机、自动化、生物医学工程专业背景或临床医学背景
1. 两年深度学习CNN算法实践经验 ，精通pytorch或tensorflow中的一种 并熟练使用opencv算法库。
2. 有SCI期刊或会议学术成果发表者优先。
3. 具备良好的英文读、写能力。
4. （独立选项）具备医学尤其是眼科医学背景，对人工智能产品熟悉了解的，可选择成为AI项目经理。
职位福利：五险一金、股票期权、全勤奖、餐补、免费班车、补充医疗保险、14薪、定期体检",2024-01-03,智联
AI算法工程师,北京-海淀,20k-40k·15薪,3-5年,本科,"深度学习
机器学习
图像处理
Python
TensorFlow
深度学习算法",北京朗视仪器股份有限公司,"医疗设备/器械,医疗设备/器械",300-499人,"职位描述
深度学习机器学习图像处理PythonTensorFlow深度学习算法
岗位职责：
1、负责公司AI医疗项目的算法设计和实现；
2、提出和实现最前沿的算法，结合医疗场景实现科研成果产出；
3、推动深度学习算法在AI医疗应用领域的性能优化和落地；
4、进行医疗AI方向的深度学习算法等前沿技术的研发储备；
任职要求：
1、本科及以上学历；医疗影像处理，计算机视觉，机器学习生物医学工程等相关专业；
2、机器学习和图像处理基础扎实，熟悉深度学习计算机视觉中的经典应用，包括图像分类、检测、分割等；
3、至少熟练应用一种深度学习开源框架；
4、对新技术充满好奇心，善于提出idea并快速动手验证。
★我司可为符合留学生落户条件的毕业生提供就业落户机会。
★我司可择优为应届生落户。
职位福利：五险一金、交通补助、餐补、通讯补助、带薪年假、补充医疗保险、定期体检",2024-12-19,智联
AI算法工程师,北京-海淀,20k-40k,3-5年,硕士,机器人算法,北京金之盾信息技术有限公司,"IT服务,计算机软件,计算机硬件",100-299人,"职位描述
机器人算法
（一）公司简介：
金之盾针对公安行业应用市场，致力于研究、开发、整合、推广完整的公安行业应用解决方案和产品，是国内领先的公安行业信息技术咨询服务商、软件开发商和系统集成商。
（二）岗位职责：
1. 负责人工智能前沿技术领域的研究，负责机器学习平台的选型，框架搭建，开发及优化；
2. 负责机器学习/深度学习/人工智能相关算法实现，算法优化和性能评估；
3. 参与核心代码的开发，解决项目开发过程中的技术问题；
（三）岗位要求：
1. 研究生及以上学历，计算机类、数学类相关专业，软件工程、机器学习、人工智能相关研究方向优先；
2. 熟练掌握基础数学知识，具备扎实的机器学习基础，掌握CNN、RNN、LSTM、Bi-LSTM、ResNet、K-means等常用深度学习算法；
3. 熟练掌握常用深度学习工具和语言，包括：Python、TensorFlow、scikit-learn、Matlab等；
4. 对技术充满热情和兴趣，关注业界自然语言处理的技术动态和行情；
5. 逻辑分析能力强，学习能力强，具备良好的沟通表达能力和团队协作精神；
6. 具备某一行业专家系统研究或工程经验者优先。
职位福利：节日福利、全勤奖、餐补、通讯补助、带薪年假、高温补贴、五险一金、绩效奖金",2024-12-20,智联
大模型AI算法工程师,北京-海淀,15k-30k·13薪,经验不限,本科,"BERT
GPT
PROMPT工程
AUTOGPT
PyTorch
TensorFlow
Python
C/C++
Java
GO",龙软科技,"计算机软件,IT服务,计算机软件,矿产/采掘",300-499人,"职位描述
BERTGPTPROMPT工程AUTOGPTPyTorchTensorFlowPythonC/C++JavaGO
岗位职责：
1.负责当前产品线的代码改进和完善，增强产品的可扩展性；
2.负责系统的功能测试与项目维护；
3.负责项目相关问题的内部系统、外部系统的技术支持，技术培训等；
4.参与产品策划，完成项目的功能设计与脚本化代码实现；
5.协助完成策划方案与需求明细，负责项目开发过程中相关文档的编写；
6.完成上级领导交办的其他任务。
任职条件：
1. 本科及以上学历，计算机，软件工程，信息系统等相关专业优先；
2. 熟悉NLP领域基本模型算法如BERT, GPT等，了解大模型应用技术如Prompt工程，AutoGPT等，对大模型发展及其应用具有浓厚兴趣，愿意积极调研前沿情况；
3. 熟悉常见深度学习框架，如Pytorch, Tensorflow等；
4. 具有基础算法和编程能力，熟悉常见编程语言，包括但不限于Python, C/C++, Java, Go等；
5. 具备良好的沟通表达能力以及团队合作精神，具有强烈的工作责任心。",2024-12-30,智联
AI 算法专家,北京-海淀,40k-80k·14薪,3-5年,本科,"PyTorch
TensorFlow
C++
Python
Java",北京帝曼德管理咨询有限公司,培训/辅导服务,0-20人,"职位描述
PyTorchTensorFlowC++PythonJava
职位描述：
与业务系统和工程团队一起合作，将业界领先的 AI 技术在教育领域应用，提升
用户体验和运营效率，并将业界前沿的大语言模型技术应用在教育领域，结合教
育场景和数据研发垂直领域的大模型，并持续调优。
任职要求：
（1）计算机相关专业本科以上学历，精通至少一门语言，Java/C++/Python
等，具有扎实的代码功底；
（2）深入理解主流深度学习算法原理及应用，具有 3 年及以上算法实践及优化
经验；
（3）熟悉 Tensorflow/Pytorch 等 AI 算法框架，能够在工业级系统里开发和调
优分布式算法；
（4）良好的沟通能力和团队协作能力",2024-12-29,智联
算法工程师（点云ai方向）,北京-昌平,40k-45k·16薪,3-5年,本科,激光雷达感知算法,三一集团有限公司,,无,"职位描述
激光雷达感知算法
岗位职责：
1、负责基于深度学习激光雷达点云的3D目标检测、分割、跟踪等算法的研究及迭代计算；
2、负责自动驾驶中激光雷达感知算法的长期研发和迭代，及算法在及时产品中的落地与优化提升；
任职要求：
1、本科及以上学历，要有ai模型训练和使用经验，具备深度学习经验。
2、有至少4年工作经验
3、工作项目涉及激光雷达感知、点云感知、目标检测、深度学习、pointpillar、聚类相关的，涉及其中2个以上
4、有自动驾驶行业从业经验",2024-01-03,智联
AI算法工程师(004156),北京-海淀,20k-35k,3-5年,本科,"CNN
C++
深度学习
嵌入式工业环境部署",北京辰安科技股份有限公司,,无,"职位描述
CNNC++深度学习嵌入式工业环境部署
岗位职责:
1、负责以图像及视频处理为核心的机器视觉算法开发和应用；
2、密切关注深度学习和机器学习领域的最新进展，关注物体检测、识别、姿态估计等任务的进展。
3、负责深度学习模型/图像处理算法在嵌入式设备/移动端的开发部署及性能优化。
任职要求:
1、 计算机相关专业，本科及以上学历，3年以上相关工作经验；
2、 优秀的分析问题和解决问题的能力，对新技术充满好奇心，爱挑战高难度，善于提出解决方案并快速验证；
3、 熟悉Pytorch/TensorFlow/Caffe等计算机视觉框架的一种或多种开源深度学习框架；
4、 熟悉当前主流的CNN、RNN等网络和常用算法，熟练掌握网络的训练和优化；
5、 有较强的英文文献阅读和算法实现能力；
6、 有良好的团队合作和沟通能力。
7、 熟悉模型压缩、定点化等优化方法；
8、 有海思、瑞芯微平台应用部署经验者优先；",2024-12-30,智联
