岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
AI算法工程师,北京-海淀,30k-50k·14薪,经验不限,本科,,大麦茶(北京)管理咨询有限公司,"互联网,人力资源服务",0-20人,"职位描述
任职要求：
1. 计算机相关专业本科以上学历，精通至少一门语言，Java/C++/Python 等，具有扎实的代码功底；
2. 深入理解主流深度学习算法原理及应用，具有 3 年及以上算法实践及优化经验；
3. 熟悉 Tensorflow/Pytorch 等 AI 算法框架，能够在工业级系统里开发和调优分布式算法；
4. 良好的沟通能力和团队协作能力。
加分项（满足一项即可，多项更佳）：
1. 在国内外一线互联网公司有通过深度神经网络、大语言模型、视觉、语音等算法提升核心业务指标（包括但不限于搜索、推荐、广告、安全等业务）的经验；
2. 有大语言模型预训练、微调、RLHF 实际研究或经验；
3. 在国内外顶级 AI 会议上发表过论文；
4. 在一线公司担任团队或技术负责人；",2023-12-09,智联
AI算法工程师 (校招),北京-海淀,20k-40k·14薪,经验不限,硕士,"图像算法
C++
机器视觉
深度学习
Caffe
目标检测
检测算法
Python",北京阿丘机器人科技有限公司,"人工智能,企业服务",300-499人,"职位描述
图像算法C++机器视觉深度学习Caffe目标检测检测算法Python
岗位职责：
1、参与构建和优化、实现和部署面向工业检测的AI图像算法。
任职要求：
1、数学、计算机、电子等相关专业，硕士及以上学历，英语读写能力强；
2、了解AI图像算法最新技术前沿，熟悉AI图像算法构建和优化；
3、掌握C++编程和代码优化；
4、学习能力和创新能力强；
5、有工业检测应用经验者优先。
职位福利：五险一金、补充医疗保险、14薪、创业公司、股票期权、带薪年假、餐补",2023-12-31,智联
AI算法工程师,北京-丰台,20k-40k,5-10年,本科,"视觉图像算法
PyTorch
定位算法
Python
C++",星宠王国(北京)科技有限公司,云计算/大数据,20-99人,"职位描述
视觉图像算法PyTorch定位算法PythonC++
岗位要求 （有犬鼻纹和虹膜相关经验） 1、本科及以上学历，5年及以上AI、视觉、图像处理相关领域工作经验; 2、熟悉Java、Scala、Python/R等语言；有图像处理、视觉AI项目经验，熟练掌握 Spark ML、Tensorflow、Python Sklearn、Caffe等机器学习和深度学习框架中的一种或多种优先; 3、有过深度学习、强化学习、自然语义、数据挖掘、海量数据处理和并行计算应用经验者优先; 4、孰练掌握互联网或工业制造领域各类算法问题和解决方案，有人工智能落地到实际业务者优先。
岗位职责 1、匹配业务场景，设计图像、视觉算法建模解决方案，对业务数据进行分析、算法设计及验证，并负责各类AI图像处理挖掘算法的开发、应用、监控优化，支撑公司数据挖掘落地; 2、参与AI图像视觉产品技术架构设计、技术规划、技术选型; 3、参与AI图像视觉系统的关键性能调优、重大问题攻关，解决在商用过程中碰到的关键技术难题; 4、开展图像视觉挖掘分析算法/工具研究工作，研发创新方法解决业务问题，并组织相应方法/工具的引入，技术规范制定和推广。 5、有犬鼻纹和虹膜项目经验。 6、同时熟悉jiva语言优先考虑",2023-12-12,智联
NLP高级算法工程师,北京-顺义,30k-50k·13薪,3-5年,本科,"信息抽取
PyTorch
Python",北京壹永科技有限公司,"互联网,医药制造",100-299人,"职位描述
信息抽取PyTorchPython
工作内容：
1、根据业务需求，负责算法实现方案的设计、规划和实施，推动算法模型的落地应用部署和持续迭代；
2、熟练掌握自然语言处理（NLP）基础算法技术，包括分词、词向量、信息抽取、Transformer等；
3、具有实体抽取、关系抽取、短文本匹配等实际工作经验；
4、具有医疗行业信息抽取及标准化场景应用的实际落地经验者优先。
5、具有大模型使用经验者优先。
任职要求：
1、本科及以上学历（硕士优先），计算机相关专业，具备5年以上自然语言处理（NLP）、数据挖掘相关领域的工作经验，最好有团队管理经验；
2、对人工智能、大数据、信息抽取领域有深入了解和实践经验；
3、具备扎实的编程能力，熟练掌握Python、pytorch等编程语言和框架；
4、熟悉并掌握分词、词向量、序列标注、关系提取、短文本匹配、文本分类，同义词挖掘等算法技术。
5、良好的文档、沟通表达能力。",2023-12-01,智联
视频AI算法工程师,北京-海淀,15k-30k·13薪,经验不限,本科,"SAM
YOLO
pytorch
TensorFlow
Python
C/C++
Java
GO
计算机
软件工程",龙软科技,"计算机软件,IT服务,计算机软件,矿产/采掘",300-499人,"职位描述
SAMYOLOpytorchTensorFlowPythonC/C++JavaGO计算机软件工程
岗位职责：
1.负责当前产品线的代码改进和完善，增强产品的可扩展性；
2.负责系统的功能测试与项目维护；
3.负责项目相关问题的内部系统、外部系统的技术支持，技术培训等；
4.参与产品策划，完成项目的功能设计与脚本化代码实现；
5.协助完成策划方案与需求明细，负责项目开发过程中相关文档的编写；
6.完成上级领导交办的其他任务。
任职条件：
1. 本科及以上学历，计算机，软件工程，信息系统等相关专业优先；
2. 熟悉CV领域基本模型算法如YOLO，SAM等，在特定领域有相关模型训练实践经验；
3. 熟悉常见深度学习框架，如Pytorch, Tensorflow等；
4. 具有基础算法和编程能力，熟悉常见编程语言，包括但不限于Python, C/C++, Java, Go等；
5. 具备良好的沟通表达能力以及团队合作精神，具有强烈的工作责任心。",2023-12-20,智联
AI医学影像算法工程师,北京-海淀,20k-40k,3-5年,硕士,"算法研究
视觉图像算法
机器人算法
智慧医疗
AI",真健康(广东横琴)医疗科技有限公司,"医疗设备/器械,医疗设备/器械",100-299人,"职位描述
算法研究视觉图像算法机器人算法智慧医疗AI
职位描述：
1、负责医学影像相关AI算法的设计，包括医学影像预处理、三维重建、多模态图像配准和融合、目标识别和分类等；
2、参与AI医学影像算法的研发落地及实现，包括工程化、封装、优化和测试等；
3、负责AI医学影像相关方向的技术前沿探索研究；
4、根据研发进展撰写相关专利。
任职要求：
1、硕士及以上学历，计算机相关专业； 具有医学图像处理的相关背景知识和开发经验；
2、熟练掌握Python，数据结构与算法基础扎实，具有良好的代码风格；
3、具备模式识别、图像处理、机器视觉、信号处理和人工智能等基础知识， 对图像特征、机器学习有深刻认识与理解；
4、了解基于深度学习的经典视觉算法，包括经典的网络结构、检测分割框架等；
5、至少在代码级别熟悉一种深度学习框架，包括但不限Tensorflow/Caffe。
6、学习能力强，具有良好的沟通能力，和良好的团队合作精神。
职位福利：五险一金、带薪年假、节日福利、周末双休、免费班车、绩效奖金",2023-12-22,智联
ai数据算法工程师,北京-海淀,15k-16k,1-3年,本科,"Python
Shell
语音数据
模型训练
深度学习
自然语言处理",首聘(北京)科技有限公司,"企业服务,电子商务",1000-9999人,"职位描述
PythonShell语音数据模型训练深度学习自然语言处理
【岗位职责】
1. 收集、清洗及挖掘海量语音数据，并利用深度学习模型，探索优化并改进数据生产链路，提高数据生产效率
2. 与算法团队、数据采集团队、平台工程化团队合作，打造一体化的数据生产、模型训练和业务交付平台
3. 基于现有的语音大模型和平台基础，熟练掌握模型训练和调优的方法，支持面向业务交付的模型训练和优化
【任职要求】
1. 精通linux平台
2. 精通shell、python脚本，代码功底扎实，熟悉常见数据结构及算法
3. 具备良好的逻辑思维能力、沟通能力，做事认真细心
4. 有深度学习、自然语言处理相关经验者优先
5.本科及以上，1年以上工作经验",2023-12-27,智联
AI算法工程师,北京-顺义,20k-35k,3-5年,本科,"机器人算法
算法研究
PyTorch
C++
C语言
AI算法",华泰诺安,"仪器仪表制造,通信/网络设备",100-299人,"职位描述
机器人算法算法研究PyTorchC++C语言AI算法
职位描述：
1. 负责物质分析仪器产品的人工智能算法设计与实现，并根据产品硬件性能调试实现特定检测功能，并对实验数据进行分析总结；
2. 跟踪市场及用户对产品的需求变化，扩展产品的应用领域，对产品算法模型进行持续改进，推动应用落实，满足客户要求；
3. 对相关领域的国内外论文、开源代码、算法框架等进行调研、跟踪学习，提出产品算法开发规划建议，迭代已有算法。
任职资格：
1. 化学、物理学、数学、计算机科学、仪器科学及相关专业统招硕士及以上学历，本科毕业需3年以上相关领域工作经验；
2. 有良好的数学基础、数据结构认识、算法设计和编程能力，熟练掌握python和对应AI框架的使用，或者掌握具有相同功能的其他软件及框架；
3. 掌握数据挖掘基本算法，了解时序数据特点，包括有监督和无监督时序数据，能从中挖掘信息，可视化展示挖掘结果；
4. 具有跨专业学历能力和兴趣，能够独立调研国内外专利、文献，并进行归纳、学习、总结，能从多角度处理实际算法问题；
5. 掌握以下至少算法：经典机器学习算法（特征工程、树学习、多变量回归、分类问题、聚类方法等）、深度学习方法（CNN、RNN、GAN、Transfer learning等），有工程化应用经验者优先；
6. 诚实守信，有较强的分析问题解决问题能力，有良好的团队合作意识。",2023-12-27,智联
AI深度学习算法模型部署工程师,北京-朝阳,15k-30k·15薪,经验不限,硕士,"定位算法
视觉图像算法
PyTorch
Python
C++
自动驾驶",经纬恒润,,无,"职位描述
定位算法视觉图像算法PyTorchPythonC++自动驾驶
岗位职责：
1.负责AI算法模型在嵌入式平台的部署与落地。
任职资格：
1.硕士以上学历，计算机、信息、数学、电子、自动化等相关专业；
2.熟悉C/C++或者Python，熟悉Linux/Unix开发环境；
3.熟悉pytorch等主流Deep Learning训练框架。
职位福利：绩效奖金、年度旅游、五险一金、优秀员工奖、通讯津贴、午餐补助",2023-12-31,智联
大模型AI算法工程师,北京-海淀,15k-30k·13薪,经验不限,本科,"BERT
GPT
PROMPT工程
AUTOGPT
PyTorch
TensorFlow
Python
C/C++
Java
GO",龙软科技,"计算机软件,IT服务,计算机软件,矿产/采掘",300-499人,"职位描述
BERTGPTPROMPT工程AUTOGPTPyTorchTensorFlowPythonC/C++JavaGO
岗位职责：
1.负责当前产品线的代码改进和完善，增强产品的可扩展性；
2.负责系统的功能测试与项目维护；
3.负责项目相关问题的内部系统、外部系统的技术支持，技术培训等；
4.参与产品策划，完成项目的功能设计与脚本化代码实现；
5.协助完成策划方案与需求明细，负责项目开发过程中相关文档的编写；
6.完成上级领导交办的其他任务。
任职条件：
1. 本科及以上学历，计算机，软件工程，信息系统等相关专业优先；
2. 熟悉NLP领域基本模型算法如BERT, GPT等，了解大模型应用技术如Prompt工程，AutoGPT等，对大模型发展及其应用具有浓厚兴趣，愿意积极调研前沿情况；
3. 熟悉常见深度学习框架，如Pytorch, Tensorflow等；
4. 具有基础算法和编程能力，熟悉常见编程语言，包括但不限于Python, C/C++, Java, Go等；
5. 具备良好的沟通表达能力以及团队合作精神，具有强烈的工作责任心。",2023-12-27,智联
算法工程师（点云ai方向）,北京-昌平,40k-45k·16薪,3-5年,本科,激光雷达感知算法,三一集团有限公司,,无,"职位描述
激光雷达感知算法
岗位职责：
1、负责基于深度学习激光雷达点云的3D目标检测、分割、跟踪等算法的研究及迭代计算；
2、负责自动驾驶中激光雷达感知算法的长期研发和迭代，及算法在及时产品中的落地与优化提升；
任职要求：
1、本科及以上学历，要有ai模型训练和使用经验，具备深度学习经验。
2、有至少4年工作经验
3、工作项目涉及激光雷达感知、点云感知、目标检测、深度学习、pointpillar、聚类相关的，涉及其中2个以上
4、有自动驾驶行业从业经验",2023-12-14,智联
AI算法工程师(004156),北京-海淀,20k-35k,3-5年,本科,"CNN
C++
深度学习
嵌入式工业环境部署",北京辰安科技股份有限公司,,无,"职位描述
CNNC++深度学习嵌入式工业环境部署
岗位职责:
1、负责以图像及视频处理为核心的机器视觉算法开发和应用；
2、密切关注深度学习和机器学习领域的最新进展，关注物体检测、识别、姿态估计等任务的进展。
3、负责深度学习模型/图像处理算法在嵌入式设备/移动端的开发部署及性能优化。
任职要求:
1、 计算机相关专业，本科及以上学历，3年以上相关工作经验；
2、 优秀的分析问题和解决问题的能力，对新技术充满好奇心，爱挑战高难度，善于提出解决方案并快速验证；
3、 熟悉Pytorch/TensorFlow/Caffe等计算机视觉框架的一种或多种开源深度学习框架；
4、 熟悉当前主流的CNN、RNN等网络和常用算法，熟练掌握网络的训练和优化；
5、 有较强的英文文献阅读和算法实现能力；
6、 有良好的团队合作和沟通能力。
7、 熟悉模型压缩、定点化等优化方法；
8、 有海思、瑞芯微平台应用部署经验者优先；",2023-12-22,智联
算法工程师(点云ai方向),北京-昌平,25k-40k,3-5年,本科,"深度学习
自动驾驶
激光雷达感知
点云感知
AI
POINT PILLAR",北京永生鼎立信息技术有限公司,"计算机软件,互联网,IT服务",100-299人,"职位描述
深度学习自动驾驶激光雷达感知点云感知AIPOINT PILLAR
岗位职责
1、负责基于深度学习激光雷达点云的3D目标检测、分割、跟踪等算法的研究及迭代计算;
2、负责自动驾驶中激光雷达感知算法的长期研发和迭代，及算法在及时产品中的落地与优化提升。
任职要求:
1、统招本科及以上学历，要有ai模型训练和使用经验具备深度学习经验；
2、有至少4年工作经验;",2023-12-23,智联
遥感AI算法工程师,北京-海淀,20k-25k·14薪,1-3年,本科,遥感算法,普罗凡森人力资源顾问(北京)有限公司,咨询服务,20-99人,"职位描述
遥感算法
岗位职责：
1. 参与遥感影像智能识别相关的产品研发，协助算法落地
2. 负责遥感业务的视觉感知算法的研发和迭代，研究卫星遥感影像中的物体检
测与分割算法
任职要求：
1. 熟悉 C/C++、Python，有良好的数据结构和算法基础；
2. 有遥感(光学或 SAR)图像处理经验；
3. 深刻理解机器学习、深度学习等相关知识，在目标检测、图像分割、视频分
析等相关领域具有丰富的实践或研究经验
4. 熟悉主流模型和算法，关注领域内的最新进展，能够跟进和实现新的算法;
5. 较强的算法设计和实现能力，熟悉 Caffe/TensorFlow/Pytorch 等训练框架。
6. 良好的团队合作，沟通和协作能力",2023-12-21,智联
AI 算法专家,北京-海淀,40k-80k·14薪,3-5年,本科,"PyTorch
TensorFlow
C++
Python
Java",北京帝曼德管理咨询有限公司,培训/辅导服务,0-20人,"职位描述
PyTorchTensorFlowC++PythonJava
职位描述：
与业务系统和工程团队一起合作，将业界领先的 AI 技术在教育领域应用，提升
用户体验和运营效率，并将业界前沿的大语言模型技术应用在教育领域，结合教
育场景和数据研发垂直领域的大模型，并持续调优。
任职要求：
（1）计算机相关专业本科以上学历，精通至少一门语言，Java/C++/Python
等，具有扎实的代码功底；
（2）深入理解主流深度学习算法原理及应用，具有 3 年及以上算法实践及优化
经验；
（3）熟悉 Tensorflow/Pytorch 等 AI 算法框架，能够在工业级系统里开发和调
优分布式算法；
（4）良好的沟通能力和团队协作能力",2023-12-13,智联
NLP算法专家,北京-海淀,50k-100k·14薪,3-5年,硕士,"大模型
LLM
行业落地",百车宝,"互联网,计算机软件",100-299人,"职位描述
大模型LLM行业落地
岗位职责：
1.负责面向汽车后市场领域的文本语义理解、机器翻译、文本纠错、知识图谱、问答系统等工作；
2.研发及迭代问答系统、知识图谱、文本校对、机器翻译等技术；
3.跟进NLP领域的前沿技术，保证业务中算法先进性。
任职资格：
1、本科及以上学历， 对⾃然语⾔处理技术体系和应⽤场景有深刻理解；
2、了解并会应用最新业界趋势，如ChatGPT为代表的的GPT-3,GPT-3.5，GPT-4与davinci等，以及LaMda、Sparrow和InstructGPT；
3、有多轮对话项目经验，主持并构建多轮对话架构经验。
4、善于学习并利用主流API进行训练，认同参数至上和数据至上；
5、熟悉中文分词、实体识别、文本分类、机器翻译、文本生成等NLP技术
6、熟练掌握Python，有扎实的编码与实战能力；
7、责任心强，有较强的自驱力，善于利用业界优质模型，从0到1推动业务发展，以及较强的沟通协作能力。",2023-12-22,智联
AI视觉算法工程师,北京-海淀,15k-30k·13薪,1-3年,学历不限,"视觉图像算法
部署
加速",重庆慧猎信息科技有限公司,光电子行业,500-999人,"职位描述
视觉图像算法部署加速
岗位职责及主要工作描述
负责视觉类算法的部署优化，将相关算法进行工程化落地实现。
负责视觉相关的算法在嵌入式设备（NPU、GPU等AI芯片）上的轻量化与部署；
负责业务的视觉感知算法的研发和迭代；
负责真实业务场景的问题分析、跟踪及解决。
专业技能要求
熟练使用C/C++、CUDA、Python，有良好的数据结构和算法基础，熟悉Linux开发环境；
掌握AI算法加速、量化、剪枝，模型搜索相关的技术及工具链；
具有深度学习算法模型量化移植和应用落地经验，具备独立进行算法应用问题排查及定位能力；
有Jetson GPU、Atlas等相关芯片移植优化经验者优先；
良好的团队合作，沟通和协作能力
可解决北京工作居住证，表现优异者协助解决户口，以及发放期权激励。
应届生可解决北京户口",2023-12-14,智联
AI算法工程师,北京-海淀,25k-40k,经验不限,本科,,南方新华,,无,"职位描述
岗位职责及主要工作描述
负责视觉类算法的部署优化，将相关算法进行工程化落地实现。
负责视觉相关的算法在嵌入式设备（NPU、GPU等AI芯片）上的轻量化与部署；
负责业务的视觉感知算法的研发和迭代；
负责真实业务场景的问题分析、跟踪及解决。
专业技能要求
熟练使用C/C++、CUDA、Python，有良好的数据结构和算法基础，熟悉Linux开发环境；
掌握AI算法加速、量化、剪枝，模型搜索相关的技术及工具链；
具有深度学习算法模型量化移植和应用落地经验，具备独立进行算法应用问题排查及定位能力；
有Jetson GPU、Atlas等相关芯片移植优化经验者优先；
良好的团队合作，沟通和协作能力",2023-12-26,智联
AI算法工程师,北京-海淀,20k-40k,3-5年,硕士,"视觉图像算法
智慧城市
PyTorch
TensorFlow
DNN
CNN
RNN
GAN
朴素贝叶斯
Attention
GBDT",泰瑞数创科技(北京)股份有限公司,"计算机软件,计算机软件",300-499人,"职位描述
视觉图像算法智慧城市PyTorchTensorFlowDNNCNNRNNGAN朴素贝叶斯AttentionGBDT
岗位职责：
1、图像分类、分割、语义化。
2、三维模型匹配、构建。
任职要求：
1、硕士或以上学历。精通计算机视觉、机器学习主要算法，在以下至少一个领域有深入研究：图像分类，目标检测，目标跟踪，图像分割，三维建模等相关。
2、开发语言不限，至少熟练使用一种开发语言，一种开发框架。
3、有扎实的DL基础，Coding能力好，来实习，应届，社招都可以。",2023-11-28,智联
