岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
AI应用图像算法工程师,北京·朝阳区·来广营,20-40K,1-3年,本科,"不限
深度学习
机器学习
图像算法
SLAM算法
多模态算法
Python
算法工程化经验
diffusion",APUS,互联网,100-499人,"1. 负责AI产品的底层服务，相关AI能力的API设计和开发工作，包括文本、图片和音视频；
2. 能够深入理解图像/音视频/文本等业务需求，结合AI输出有效的解决方案；
3. 负责AI相关底层模块的开发和改进，保证系统和服务的高性能高可用；",更新于：2024-03-12
cv算法工程师(自研AI),北京·海淀区·上地,15-25K·13薪,1-3年,本科,"深度学习
自然语言处理算法
C/C++
Python",易道博识,移动互联网,20-99人,"工作职责:
使用深度学习进行前沿计算机视觉技术研究，包括但不限于分类、检测、分割、文字识别 (OCR)、人脸识别等技术方向。
工作要求:
1.985或211本科及以上学历，计算机/电子/自动化/通讯/模式识别等相关专业，应届或1-3年经验；
2.孰悉CNN/RNN/GNN/Transformer/Attention等基本原理，熟悉目标检测、分割、分类、识别等基本深度学习算法;
3.对计算机视觉领域某一方向有较为深入的研究和项目经验；
4.熟悉常用深度学习框架，如TensorFlow/Keras/Pytorch/Paddle等的一种;
5.熟练掌握Python，熟悉C/C++，熟悉Linux开发环境;
6.具备一定的独立工作能力，能够完成从算法研究到模型训练、评估、测试和应用等工作;
7.对计算机视觉领域的发展和应用有浓厚的兴趣;
8.有OCR或CV领域其他算法及项目经验者优先。",更新于：2024-03-12
人工智能教研工程师/人工智能讲师,北京·海淀区·西三旗,12-24K,经验不限,本科,"Python
TensorFlow/PyTorch
计算机相关专业
机器学习算法/工程化经验
算法工程化经验
大模型算法
深度学习
推荐算法
自然语言处理算法
C/C++
Python
cv算法",华清远见教育,在线教育,500-999人,"工作内容:
1.负责人工智能相关课程教学工作，按进度完成教学任务；
2.根据教学需要，改进教学方法，更新教学大纲，教学案例开发更新升级，完善教学案例、教学资料及其他教学内容；
3.参与教学资源收集、开发、整理、录屏、发布、维护、授课、演讲等工作。
4.协助市场部老师做好业务知识分享、技术培训、内容日常支持。
5.参与市场自制视频的教研、录制、并参与助力课程推广；
任职要求:
1.全日制本科及以上学历， 计算机、数学或其它理工科相关专业，两年工作经验以上；
2.优秀的编程能力，熟练掌握python、C++等任一种编程语言；
3.熟练主流机器学习算法和深度学习算法；
4.熟悉至少一种深度学习框架，如Tensorflow或PyTorch等；
5.具备相关人工智能的开发项目经验，有推荐系统、语音、计算机视觉、NLP和智能项目相关经验优先；
6.善于交流，具备团队协作能力；
7.具有较强的学习能力，具备独立解决问题的能力，能够承受工作压力。",更新于：2024-03-12
人工智能机器学习深度算法电子单片机工程师,北京·海淀区·上地,12000-13000元/月,1-3年,大专,"机器学习
推荐算法
图像算法
MATLAB
嵌入式开发
Python
算法工程化经验",俏嘴娃电商,计算机软件,0-20人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2024-12-31
【任职要求】
1、熟悉深度学习、机器学习等算法并能应用设计与开发，人工智能相关专业本科及以上学历。
2、熟悉C++、Python、Linux等编程语言开发。
2.多劳多得，薪酬只多不少；只要你有专业能力
4.做的多，得的多，前期会有专门的人和你沟通。
5.公司长期招C/单片机/物联网/PLC等专业人员。
【 时间自由 】欢迎咨询，长期有效。",更新于：2024-03-12
人工智能/机器学习算法工程师,北京,12-24K·15薪,经验不限,本科,"深度学习算法
人工智能
机器学习
数据挖掘
Hadoop
Spark",中移雄安,移动互联网,1000-9999人,"企业性质：央企
所属机构：中移雄安产业研究院-数智创新部
工作地点：北京，雄安新区
学历要求：大学本科211及以上学历，计算机、通信、电子、软件工程等相关专业。
注：本科211以上学历硬性要求，不满足勿投，感谢理解！
职位描述
1、通过机器学习、数据挖掘等技术，结合业务知识，帮助客户建立数据挖掘模型，解决智慧城市业务问题；
2、负责基础算法库、建模工具和建模框架的开发工作，不断对已有算法、工具和框架进行优化，提升数挖效率；
3、理解客户数据内容、业务场景需求，并选择适合的技术解决方案。
任职要求
专业技能：
1、熟练掌握并理解常规数据挖掘、机器学习相关算法及其原理，有大规模数据挖掘/机器学习研发经验；
2、熟练掌握常用的Hadoop、Spark大数据分析平台，熟悉TensorFlow、Caffe等深度学习框架；
3、熟练Python、JAVA、Scala、C等一种以上语言；
4、具备企业产品创新研究的组织和攻关能力；
5、在机器学习国际会议或者期刊上发表论文、相关国际比赛获奖、及相关专利者优先。
素质：
1、有责任心，工作热情、耐心、踏实、严谨，有团队合作精神；
2、具备有很好的学习和逻辑能力，强烈的探索和求知欲，良好的沟通的能力和撰写报告能力；
3、具备一定的抗压能力，善于应对来自工作上的各种压力。
经验：
至少有2年以上数据挖掘/机器学习算法研发经验，有通信运营商O域/B域大数据、智慧城市大数据、互联网大数据挖掘和机器学习算法研发经验者优先。",更新于：2024-03-11
初级AI算法工程师,北京·西城区·宣武门,12-16K,1-3年,本科,"深度学习
机器学习
Python
C/C++",慧流科技,计算机软件,20-99人,"岗位职责:
1.负责人工智能领域相关研究与应用；
2.设计、训练和测试机器学习、深度学习算法模型；
3.负责AI模型的应用设计、开发和维护；
4.参与AI平台架构设计和路标规划及产品方案设计工作;
5.负责或参与完成AI项目、AI产品的研发、调优、落地等工作；
岗位要求：
1.计算机、应用数学、人工智能、统计学等相关专业，本科及以上学历;
2.能够熟练使用Python、C++等开发语言中的一种或多种语言; 了解主流机器学习算法;
3.具有深度学习、数据建模相关项目经验，了解pytorch、tensorflow等深度学习框架中的一种或多种；
4.具有一定的Linux命令操作基础，可在Linux环境下完成各种模型训练与推理测试实验；
5.熟悉Flask、Django等web框架中的一种或多种；
6.有AI系统/平台架构、核心模块开发设计经验参与过中大型人工智能相关项目研究与开发经验优先；
7.工作细致、责任心强，有较强的沟通与执行能力，有团队合作精神；
8.对AI有浓厚兴趣，致力于往AI方向发展；",更新于：2024-03-12
AI+药物研发算法工程师,北京,45-65K,1-3年,硕士,"TensorFlow/PyTorch
计算机相关专业
研究导向
深度学习经验
数学/统计相关专业",某大型医疗器械公司,医疗器械,,"职位描述（有比较强的使用transformer或者大语言模型进行自然语言处理算法）
1. 从事制药领域前瞻性算法开发；
2. 开发/应用机器学习/深度学习的算法来辅助药物靶点识别和临床信息整理；
3.与内部药物研发团队合作，通过构建机器学习/深度学习的模型，解决生物医学问题
4. 跟踪行业最新动态；
5. 参与其他算法相关项目。
任职要求
学历及专业：
学历：硕士及以上
专业：计算机，数学，统计学，生物学，化学，医药学，物理学等专业。复合专业背景优先，如计算生物学，生物信息学，分子生物学，结构生物学，计算化学，计算生物物理学，生物物理学，系统生物学，物理化学，化学信息学，药学信息学或者组合专业等，
至少具备以下三组专业技能之一：
专业技能1：
1. 熟悉机器学习/深度学习相关工具，比如Tensorflow，Scikit-learn，Pytorch等；
2. 有使用机器学习深度学习工具做药物研发的经验优先；
3. 熟悉核心机器学习领域相关理论，比如Artifical Neural Networks，Supervised/Unsupervised learning methods，SVM，Bayesian approaches，Decision Theory等；
4. 具有较强的编程能力，熟练掌握Python/C/C++/JAVA等相关语言；
5. 熟悉分子生物学，基因组学或者药物研发相关科学优先。
专业技能2：
1. 熟练使用分子动力学模拟软件或分子对接软件，如Pymol、GROMACS、AMBER、Rosetta、Schrödinger软件等。
2. 熟悉基于结构/配体的药物设计方法，如同源建模、分子对接、虚拟筛选、QSAR、药效团模型、分子动力学、结合自由能等。
3、熟悉药物筛选及药物设计的方法和流程；
4. 具有较强的编程能力，熟练掌握python/C/C++/JAVA等相关语言；
5. 具有计算机辅助药物设计经验者优先。
专业技能3：
1. 熟练使用化学信息学工具包，如RDKit，Openbabel等。
2. 熟悉药学、生物学相关数据库，如chEMBL，PDB，KEGG，OMIM等。
3. 在以下一个或多个领域有相关经验：虚拟筛选，基于计算的先导化合物优化，药物设计，分子动力学，量子力学，化学信息学或ADMET/QSAR；
4. 具有较强的编程能力，熟练掌握python/C/C++/JAVA等相关语言；",更新于：2024-03-12
AI资深算法工程师,北京·海淀区·中关村,25-50K·15薪,经验不限,本科,"深度学习
搜索算法
C/C++
Python
发表算法相关优秀论文
算法工程化经验
优秀开源项目经历",抖音有限公司,移动互联网,10000人以上,"职位描述
1、在人工智能等领域开展前沿技术研发和落地；
2、参与和推动技术落地到产品；
3、研发以人工智能技术为核心的产品功能；
4、打造新一代的企业智能的产品。
职位要求
1、本科及以上学历，4年以上人工智能产品经验；
2、能够独立思考，具有良好的沟通能力、判断力、数据分析能力、执行力，自我驱动；
3、对互联网、人工智能技术有深刻的认识，熟悉热点领域和主要的算法模型；
4、有较强的沟通协作能力。",更新于：2024-03-12
（兼职）人工智能算法工程师,北京·朝阳区·高碑店,10-15K,经验不限,本科,"深度学习
图像算法
自然语言处理算法
Python
算法工程化经验",博雅智信,在线教育,,"需求形式：机器学习、深度学习实用算法研发、创新性算法研发等（领域：计算机视觉、自然语言处理、大语言模型、搜推广算法、数据挖掘、数据科学等）
支付周期：按照项目进行结算，单价在100～10000元不等；
不限时间和地点，全程在线沟通；
工作职责：
1.针对国内外在校大学生的AI课程，提供辅导服务，如一对一知识点授课、论文带读，bug修复等指导；
2.针对外部企业的实际项目，提供咨询或需求外包服务，如大模型落地需求，图像矫正需求；
3.在约定的时间保质保量进行项目任务交付；
工作要求（满足部分要求即可）：
1.精通至少一种编程语言，包括但不限于Python、Matlab、C++、Java；
2.对TensorFlow、PyTorch等深度学习框架有深入了解和实践经验；
3.在计算机视觉、自然语言处理、大语言模型、搜索推荐算法、数据挖掘或数据科学等深度学习领域中至少有一项深入研究；
4.相关专业在读研究生、在职算法工程师或有闲暇时间的算法工程师均可，特别优秀的在读本科生亦可；",更新于：2024-03-13
AI算法工程师-外派大厂,北京·朝阳区·望京,15-22K,3-5年,本科,"大模型算法
自然语言处理算法
Python",软通动力,计算机软件,10000人以上,"工作内容：
1.负责大模型度量体系数据建设。包括评测体系构建与迭代、评测数据集构建与迭代、评测标准的制定；
2.负责大模型度量结果分析与反馈：分析当前模型存在的问题、制定优化方向、输出度量报告、跟进优化情况；
3.跟进业界大模型技术进展，推进自研大模型迭代及应用。
任职要求：
1、有3-5年的算法开发测试开发经验
2、熟悉python开发语言，能够构建自动化的程序
3、熟练使用常见的数据分析与处理工具，pandas、openpyxl等4、熟悉大模型prompt engineering5、工作踏实，沟通能力强6、有数据分析经验者加分",更新于：2024-03-13
安全AI算法工程师,北京·海淀区·西北旺,15-25K·16薪,经验不限,本科,"深度学习
机器学习
大模型算法
自然语言处理算法
Python
C/C++
算法工程化经验",华为技术有限公司,计算机软件,10000人以上,"【工作职责】
1、安全类产品的端到端可信任设计、开发、验证与维护工作；
2、独立完成模块设计、详细设计、代码编写、单元测试、静态检查、本地构建、测试环境搭建、交付验证、问题定位、资料开发等工作；
3、安全产品如大数据平台、安全管理及安全分析系统、态势感知等产品特性的系统设计、核心开发、交付与运维;
4、基于大数据&AI平台，开发、优化AI算法，分析攻击流量、构建威胁检测模型，支撑各类安全产品（AI防火墙、AI DDOS、态势感知等）安全竞争力构建;
【岗位要求：满足一种即可】
1、能够熟练使用C/C++/Python/Perl/Ruby/Shell等至少一种脚本编程语言
2、熟练掌握一个或多个大数据主流技术框架的原理及应用，如Hadoop、Flink、Spark、HBase、Kafka、Redis、Zookeeper等
3、熟悉网络通信基础知识，具备网络安全相关业务的开发经验优先；",更新于：2024-03-13
人工智能 NLP工程师,北京·朝阳区·南磨房,20-40K·13薪,1-3年,本科,"DALLE、Midjourney
ChatGPT模型
StableDiffusion",上海美踏全宇数字科技,互联网,100-499人,"岗位职责：
1、承担基于GPT系列或者其他开源大模型的开发和调优工作，包括训练流程搭建、指令微调、Prompt工程以及面向下游任务的效果优化等；
2、负责语料库的采集、整理和数据制作，以满足模型训练需求，掌握数据增强和降噪技术；
完成大规模预训练模型在游戏、影视等细分领域的落地，支持业务目标提升;
3、紧跟业界大模型进展，探索前沿技术，解决实际问题，包括智能问答、图文内容生成等；4、与其他团队密切合作，包括数据工程师、前后端工程师、产品经理等，实现高质量的产品和解决方案。
任职要求:
1、2年以上相关工作经验， 计算机、人工智能、数学等相关专业研究生学历，优秀者可放宽至本科，有相关方向论文者优先；
2、熟悉NLP主流大模型，如ChatGPT/T5/PaLM/LLaMA/GLM等,对模型背后的原理和各自适用场景有深入的理解。有大模型预训练经验,熟悉相关技术细节和优化策略，如大规模语料收集、模型调优优化、自弱监督学习、强化学习等；
3、有小样本学习 (Few-shot learning)、提示学习(P‘rompt learning)等相关技术经验；
4、有扎实的自然语言处理理论和方法基础，掌握自然语言主要算法模型，具备对Transformer架构及其变体的深入理解；
5、熟悉常见的自然语言处理任务，如文本生成、语义理解、实体识别、知识抽取等；
6、扎实的编程基础：掌握至少一种开发语言如 Python、C、C++等，有基于PyTorch等深度学习框架的实战项目经验；
7、具备良好的数据预处理和数据分析能力，熟悉主流数据处理工具如pandas、NumPy等；
8、具备较强的团队协作能力和沟通能力，有较强的学习能力和业务分析及问题解决能力。
9、关注AIGC领域的业界最新动态，了解 DALLE、Midjourney、StableDiffusion等前沿技术；
10、有CV、多模态项目经验。",更新于：2024-03-12
AI算法工程师,北京,25-40K·14薪,经验不限,本科,"C++
Python
AI算法",灵汐科技,计算机软件,100-499人,"岗位职责：
1.负责AI算法（包括但不限于CV、NLP、GNN等方向的）算法研究及部署验证工作；
2.负责完成训练芯片设计相关的算法研究工作。
岗位要求：
1.本科及以上，具有计算机、模式识别等相关专业背景；
2.2年及以上的相关算法研究经验；
3.熟悉Pytorch、TensorFlow等深度学习框架；
4.能够使用python、C/C++进行开发；
5.具有较强的沟通和团队合作精神，对技术富有钻研精神，认真、踏实、责任心强。",更新于：2024-03-12
AI气象大模型算法研发,北京·海淀区·四季青,16-30K,1-3年,本科,"Python
数学/统计相关专业
机器学习算法/工程化经验",航天宏图,计算机软件,1000-9999人,"技能要求：
了解并掌握深度学习的基本工作原理；
掌握 Python编程语言，掌握至少一种深度学习框架（pytorch, tensorflow 等）
掌握常用数据处理工具包，numpy, pandas,sklrean等；
工作职责：
1. 负责基于深度学习算法的气象检测和预测算法的研发；
2.参与公司自主设计的气象AI大模型的开发；
3.根据不同产品的特性持续对模型进行优化和调整；
任职要求：
1.对深度学习在气象领域的应用有浓厚的兴趣，愿意在这个领域内有所尝试；
2.有深厚的数理与统计学功底，包括矩阵运算，偏微分方程，基于梯度风反向传播，常用统计学方法以及评价指标；
3 .对数据集预处理，数据增强，特征工程 有全面的了解并拥有个人见解； 4. 了解目前主流的AI大模型原理，如Transformer模型架构，注意力机制，扩散模型、embedding，Normolization等相关概念，多模态中数据对齐的方法; 对模型可解释性工具和应用有积累；
5. 独立完成过深度学习模型的开发流程，或者完整的参与过一项深度学习任务的开发项目，并在项目中担任核心算法以及训练流程的开发； 6. 对气象数据有基本的了解；
7. 具有本科及以上的学历；
加分项：
1. 气象专业毕业的本科/研究生；
2. 对多模态模型，AIGC，Diffusion Model有一定了解或者相关项目经验； 3. 参与过某AI大模型的研发；
4.在国内外期刊或会议上有AI 技术相关的论文发表；",更新于：2024-03-12
AI算法工程师（高薪诚聘）,北京,21-40K·14薪,经验不限,本科,"深度学习
机器学习
大模型算法
自然语言处理算法
推荐算法
搜索算法
Python
C/C++
算法工程化经验
参加算法相关竞赛/获奖",某500强上市公司,计算机软件,10000人以上,"【工作职责：】
1、 通过AI相关的算法推动企业的商业数字化和智能化转型；
2、 准确把握数据挖掘领域发展趋势，识别和关注当下的关键需求及关键技术，与公司核心部门及顶级高校进行技术合作、交流，优势互补；
3、 技术算法平台建设，收集并整理各类数据构建业务数据池，集成业界主流的数据处理、算法模型技术，形成通用化的核心AI智能化处理平台。
【专业知识要求】
1、过硬的科研背景和扎实的算法基础，有相关科研成果（如相关论文、专利或者报告）优先，蓝桥杯优先，刷过很多算法题的优先；
2、具备扎实的编程实现能力，熟练使用C/C++、Python、Scala、Java等编程语言。
3、熟悉数据分析、特征工程等相关数据挖掘流程，同时熟悉回归，聚类，分类，推荐等机器学习算法实现，对常见的算法理解透彻；
【学历要求】本科/硕士，留学生/国内双一流即以上院校优先，理工科优先
【经验要求】1年以上，对优秀应聘人员可降低经验要求，接受无经验23届。",更新于：2024-03-12
人工智能工程师,北京·海淀区·学院路,20-40K·16薪,1-3年,本科,"机器学习
自然语言处理算法
Python
NLP",华深智药,生物/制药,20-99人,"职位要求：
教育背景： 硕士及以上学历，计算机科学、统计学、人工智能等相关专业，本科毕业生如有丰富的相关从业经验和突出的技术能力，也可考虑。
工作经验： 至少2年以上在学术界或工业界的机器学习或AI相关工作经验，具有在大厂或知名技术公司工作背景及丰富项目经验者优先。
技能要求： 精通机器学习算法，包括深度学习、自然语言处理等；熟悉Python编程，熟练使用TensorFlow、PyTorch等深度学习框架；对数据结构和算法有深入理解，具备良好的数学基础。
项目经验： 参与过多个实际项目，具备从概念设计到产品实现的完整项目经验；能够独立解决问题，并在团队中发挥关键作用。",更新于：2024-03-11
