岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
人工智能算法工程师,北京-西城,18k-35k·15薪,3-5年,本科,语音/图像识别,英大金财,互联网,100-499人,"岗位职责：
1.参与商旅业务场景个性化推荐系统的算法和架构研发，优化系统指标；
2.负责包括但不限于推荐排序模型优化、召回模型优化、用户兴趣建模、用户实时意图建模中的算法和工程问题等；
3.负责推荐策略的迭代，以及粗排、精排等模型训练及预估服务搭建；
4.分析所有用户行为数据和出行数据，增加有效特征，提升用户体验；
5.参与信息流推荐算法的研发和优化；
6.挖掘和分析用户数据，不断完善用户画像体系；
7.业务上线后需持续跟踪运营效果并进行算法指标的持续优化达到预期标准。
任职要求：
1.计算机相关专业本科及以上，2年及以上算法相关实际工作经验；
2.熟悉逻辑回归、决策树、神经网络等，并且有实际的上线项目经验；
3.至少熟悉一类深度神经网络模型，如DNN、CNN、RNN等；
4.熟练使用至少一种深度学习开源框架，如tensorflow，pytorch，keras等；
5.熟练使用Python、java、C++等编程语言；
6.熟悉推荐系统架构，上下游调用逻辑；
7.具备大数据编程和处理能力，如hive、park等；
8.目标导向，数据驱动，善于结合具体业务场景，分析与解决有挑战性的问题。
有以下经验者优先：1.在精准营销领域有丰富算法工作经验者优先2.有用户画像特征工程等经验优先。",2023-12-04,boss
人工智能算法工程师,北京-海淀,10k-15k,3-5年,硕士,"Java
C/C++
机器学习
OpenCV
机器学习算法/工程化经验
语音/图像识别
业务导向
深度学习经验",中科烛照(北京),互联网,0-20人,"1．收集项目相关数据，并进行算法调研、对比；
2．采集数据，并进行预处理，扩充数据；
3．多次进行调优、训练、测试对比；
4．进行上位机部署，并进行推理速度提升，确保实时性；
5．对系统后期进行维护优化。",2024-01-03,boss
人工智能算法工程师,北京-海淀,100k-110k,经验不限,博士,无明显侧重,华为云计算,计算机服务,10000人以上,"注：华为SP，仅限顶尖博士（2023-2024年毕业）
地点可选深圳北京杭州西安等
工作内容：
1.负责生成式AI前沿算法的研发，打造行业第一的技术竞争力
2.将AIGC应用于实际业务中，取得商业成功
任职要求：
1.计算机或相关专业博士学历，本硕博均为QS前30高校优先
2.有AI、视觉或图形相关顶会顶刊一作，如TPAMI, CVPR, ICCV, NIPS, ICML, Siggraph等，有高被引文章优先
3.有生成式AI，尤其是AI生成视频、大规模显卡训练经验者优先
4.有各类AI类竞赛世界级奖项，或ACM金牌等奖项优先",2024-01-03,boss
人工智能算法工程师,北京-海淀,25k-30k,3-5年,本科,"C/C++
机器学习算法/工程化经验
计算机相关专业
语音/图像识别
业务导向
深度学习经验
Python",科百科技,农/林/牧/渔,20-99人,"1、负责图像/视频处理、图像识别、分割、目标检测算法的设计和实现；
2、从事深度学习框架搭建，平台架构和性能优化；
3、针对农艺模型相关应用场景进行算法抽象、分析和应用；
4、支持公司相关产品的深度学习研究。
任职要求：
1、计算机、自动化、图像/视频识别、模式识别专业等相关领域的本科及以上学历；
2、机器学习、图像处理、计算机视觉等相关方向，具有两年以上算法研究经验；
3、精通Python/C++，至少掌握Pytorch/TensorFlow一种深度学习框架；
4、熟练掌握并应用各种深度学习算法(CNN、RBM、RCNN、RNN等)；
5、具备独立承担算法设计、实现、调试和优化经验等相关工作能力，能够将算法落地到实际的产品中；
6、掌握数据库技术，使用过Mysql、mongodb、redis等数据库，了解SQL；
7、熟悉数据挖掘相关技术；
8、具有独立解决问题的能力，较强的逻辑思维能力及文档整总结纳能力；
9、有农业病虫害识别及农艺模型相关经验优先。",2023-12-29,boss
人工智能算法工程师,北京-朝阳,20k-30k·13薪,1-3年,硕士,"Python
C/C++
无明显侧重
生物医疗",姬械机(Machina),智能硬件,20-99人,"""工作内容：
1、负责参于公司医疗类产品的算法研发；
2、负责参于公司安全类产品的算法研发；
3、负责参于公司机器人类产品的算法研发。
岗位要求：
1、本科及以上学历，计算机/电子电路/自动化等相关专业；
2、1年以上工作经验；
3、能在Linux环境下熟练使用C++/python语言编程；
4、良好的沟通和团队协作能力，较好的英文水平（能够作为工作语言）；
5、优秀的学习能力，能快速适应创业公司的节奏，拥抱变化。""",2024-01-03,boss
人工智能算法工程师,北京-海淀,15k-20k,3-5年,硕士,"深度学习算法
视觉图像算法
人脸识别
Python
软件工程师
人工智能
计算机软件
物联网",润帆科技,计算机软件,无,"技能要求：
Python，机器学习，计算机视觉，人工智能，算法，图像处理
岗位职责：
参与机器视觉人工智能核心技术研发、优化; 设计并优化机器学习模型、算法，并应用到合适的应用场景。研发图像处理模型及图像处理模型的持续优化；
任职资格:
1. 本科或研究生以上学历，计算机相关专业。
2. 熟练掌握至少一门主流编程语言，如C/C++, Python。编程能力强。
3. 掌握深度学习机器视觉基本原理，熟悉GPU体系结构、硬件加速算法性能原理及技术。
4. 较强学习能力、逻辑推理能力、沟通交流能力，良好的团队合作精神，高度责任感。",2023-12-04,boss
人工智能专家/算法专家,北京-石景山,30k-60k·15薪,10年以上,博士,"算法设计
深度学习算法
视觉图像算法",昆仑数智,计算机服务,1000-9999人,"【岗位职责】：
1.负责深度学习等算法模型的研发；
2.负责视觉人工智能应用框架研发与优化；
3.负责油气多模态大模型技术的研究。
【岗位要求】：
1.统计学、计算机、数学及相关专业全日制博士及以上学历；
2.具有10年以上软件算法及人工智能技术相关工作经验；
3.熟知流程工业的业务知识。",2023-12-04,boss
人工智能算法工程师,北京-海淀,25k-40k·15薪,在校/应届,本科,"业务导向
搜索/推荐
智能驾驶
云计算
Python
计算机相关专业
数学/统计相关专业
机器学习算法/工程化经验",滴滴,移动互联网,1000-9999人,"岗位要求：
1、2023应届本科及研究生，计算机或相关专业，NLP/人工智能相关方向；
2、熟悉机器学习和NLP技术在语义分析、图文理解、文本分类聚类、标签体系构建、知识图谱构建等的应用，对基础原理；
3、良好的逻辑思维能力，具备数据分析能力，可以快速定位、分析并解决问题，具有良好的代码编写习惯；",2023-12-04,boss
人工智能算法工程师,北京-朝阳,8k-13k,3-5年,本科,深度学习算法,若芽,互联网,20-99人,"岗位职责：
1.熟悉机器学习的基本算法；
2.对大数据信息进行处理；
3.通过算法聚类标注分析等方式提取行业特征场景；
4.结合行业知识提供合理的解决方案；；
5.建设也完善智能机器人知识库；
任职要求：
1.本科及以上学历；
2.熟悉掌握并使用办公软件；
3.有良好的沟通能力，理解能力，拓展能力，能够发现行业的最新信息；
4.有机器人训练经验者优先考虑。",2023-12-04,boss
人工智能算法工程师,北京-大兴,20k-25k,5-10年,本科,"研究导向
Python",北京盛世安环,咨询,0-20人,"【阿里云】【到期预警】尊敬的北京电子控股，您的对象存储OSS预售资源包套餐OSSBAG-cn-nwy32ixtw05o 将在1天内到期，资源包到期后，若您仍继续使用OSS资源，将自动转成按量计费，产生后付费账单。续费资源包请注意选择生效时间，如已续费、升级，不再使用OSS，请忽略此消息。立即前往控制台续费/升级请点击
https://m.tb.cn/f1.ug7Ti",2023-12-31,boss
人工智能算法工程师,北京-丰台,12k-24k,经验不限,本科,"业务导向
Python
Hadoop/Hive/Spark
TensorFlow/PyTorch
计算机相关专业
数学/统计相关专业
机器学习算法/工程化经验",武汉弗腾技术有限公司,计算机软件,无,"岗位职责：
1. 能够结合客户要求与应用场景，设计、开发、部署算法模型，满足业务发展需求；
2. 负责与客户对接算法需求，并提供解决方案；
3. 负责算法模型的维护、调优、升级，相关设计文档、开发文档与部署文档的编写与管理；
4. 负责对新兴应用领域与前沿发展技术的探索预研，结合公司发展与业务需求，落地应用到项目与产品中。
职位要求：
1. 985/211大学本科及以上学历，计算机、数学、统计学、人工智能等相关专业，相关工作经验2年以上，对数据挖掘、数据建模、应用部署拥有丰富的工作经验；
2. 精通Python，有一定的工程能力，能够独立实现算法模型的设计、训练、开发、部署、调优；
3. 熟悉机器学习算法、 pandas scikit-learn等包，熟悉XGBOOST, LSTM, PCA降维；
4. 具有优秀的编程能力，精通Python、R、Java等编程语言中的一种或多种；
5. 熟悉开源的机器学习框架，掌握数据挖掘、数据可视化及相关算法模型，如决策树、聚类、SVM等，具备相关的项目经验；
6. 较强的逻辑思维、沟通表达能力和学习能力，较好的团队合作精神；
7. 持续关注与研究前沿技术发展，拥有将机器学习的理论转化为生产力的能力；
8. 能够到项目地点短期工作。",2023-12-13,boss
人工智能算法工程师,北京-西城,25k-26k,3-5年,本科,"深度学习算法
视觉图像算法
自然语言处理
人脸识别",中移雄安,移动互联网,1000-9999人,"视频分析算法研发、视觉算法研发、图像文字识别算法研发、嵌入式AI开发方向
1、基于视频图像识别技术研发，主要场景包括但不限于Reid、人脸识别、人脸人体属性分析、活体检测、3D视觉重建、目标检测、语义分割、视频事件检测、行为分析，负责算法模型的训练与调优；
2、分析算法的瓶颈（如光照条件对算法的影响），并提出解决方案，推动算法在实际场景的性能优化与落地。
3、参与工程团队将人工智能算法落地，负责安防、智慧城市领域视频AI算法的核心技术研发工作；
4、负责计算机视觉AI算法在嵌入式平台的移植、调试优化和集成；负责嵌入式深度学习视觉AI算法模型的训练、压缩、裁剪和优化；
学历要求：
全日制统考类大学本科及以上学历，开发类相关专业，统招本科985或211学校毕业，硕士2年以上，本科3年以上
外语技能：
1、英语4级或同等水平。
专业技能：
1、具有机器学习，深度学习，计算机视觉、图像处理或自然语言领域专业背景和研发工作经验；
2、熟练使用TensorFlow/Caffe/MXNet/PyTorch中至少一种或多种深度学习框架；
3、深度理解AI算法实现过程数据收集、处理，模型训练等过程中的各类技巧；
4、了解CNN、LSTM、RNN等神经网络组件的原理；
5、具有独立完成AI算法训练与优化的能力；
6、面向嵌入式开发需要熟悉深度神经网络和嵌入式模型,如RBM、CNN、DBN、Sparsecoding、MobileNet等 ， 熟悉ARM体系架构，海思/nvidia/movidius相关平台开发经验者优先。
素质
1、良好的团队合作精神，出色的沟通和理解能力，出色的技术文档写作和演讲能力；
2、有责任心，工作积极主动、严谨细致，有团队合作精神和良好的沟通能力；
3、具备有很好的学习和逻辑能力，强烈的探索和求知欲；
4、具备一定的抗压能力，善于应对来自工作上的各种压力。",2023-12-04,boss
人工智能算法工程师,北京-海淀,40k-70k,经验不限,本科,"算法设计
深度学习算法
机器学习算法
自然语言处理
C++
Python
Java
CNN",瑞泊(北京)人工智能,互联网,20-99人,"岗位职责
1、计算机/自然语言处理/机器学习相关专业硕士及以上学历；
2、至少精通一种技术语言，包括但不限于Python、Java、C/C++等，熟悉Tensorflow、Keras、Pytorch、Sklearn等常见的ML/DL框架的一至多项，有相关应用经验；
3、熟悉python后台服务flask、redis、ES、mysql、neo4j（图数据库不限于neo4j）、mongodb等数据库操作；
4、参与或主导过知识图谱、知识库项目；
5、具有中后台开发经验者优先。
任职要求
1、利用先进的知识工程方法和NLP技术，进行前沿研究与落地实践；
2、负责知识工程算法的研发及落地应用，包括但不限于知识图谱构建、知识图谱表示学习、问答技术等；
3、能够独立思考主导完成项目，带领团队完成知识工程相关的中后台系统建设；",2023-12-04,boss
人工智能算法工程师,北京-朝阳,14k-28k,1-3年,硕士,"深度学习算法
视觉图像算法
运动控制算法
Python
TensorFlow",丰码科技,农/林/牧/渔,20-99人,"• 负责图像/视频分析领域基础算法研发工作，研究方向包括：图像/视频分类、目标检测、人体行为姿态等相关算法的设计研究、系统与产品开发；视频事件/行为检测、视频结构化分析、视频搜索；农业场景中的3D重建、视觉SLAM；
• 负责公司业务场景中，计算机视觉相关应用问题的需求发掘、算法设计和研发、推动落地和迭代的全链路工作；
• 负责图像/视频相关算法的前沿技术探索，包括机器学习方法以及深度学习在机器视觉中的应用，以及计算机视觉、计算机图形学等相关领域的联合创新。
岗位要求：
• 深度学习、机器学习、计算机视觉等相关领域，硕士及以上学历优先
• 具有扎实的工程实现能力，熟练掌握C++，熟练掌握一门脚本语言（Python、Shell等）
• 熟练掌握一个深度学习框架（Pytorch、PaddlePaddle、Tensorflow等），有相关移动端、云端部署经验者优先；
• 熟悉计算机视觉、机器学习、图像/视频分析与处理等相关领域技术和应用，具备丰富的物体检测、分割、图像识别、视频分析、人脸识别、深度学习等相关领域的实践或研究经验；
• 良好的科研能力，在计算机视觉（CVPR、ICCV、ECCV）和机器学习（NIPS、ICML、AAAI）等相关会议发表论文者优先",2024-01-03,boss
人工智能算法实习生,北京-海淀,5k-6k,在校/应届,本科,"AIGC
LLM
GPT",九章云极,计算机软件,100-499人,"职位关键词:
数据科学、软件工程、Python、Java、C++、AIGC、LLM、GPT、模型微调
岗位职责:
1. 大模型前沿技术研究和探索;
2. 参与数据科学领域大模型相关的研发工作，包括但不限于模型设计、微调、优化、评估等环节；
3. 学术成果验证和落地, 撰写相关的技术报告。
任职资格：
1.优秀的编码能力，扎实的数据结构和算法功底，参与过开源项目者加分
2.掌握机器学习、NLP领域基本算法；
3.具备计算机专业知识，熟悉深度学习框架（如PyTorch、TensorFlow等），能够独立进行模型开发、部署和调试；
4. 对大语言模型原理和微调方面有深入的了解；
5. 具备较强的学习能力，能够快速掌握新的知识和技术，能够独立思考和解决问题；
6. 985、211院校本科及以上学历或具有相关领域实习经验者优先考虑。",2024-01-03,boss
人工智能算法实习生,北京-海淀,200-400元元/天,3天/周,3个月,生物医疗,碳硅智慧,计算机软件,20-99人,"职位职责
1.负责创新药研发各个环节中的深度学习建模工作；
2.负责大规模预训练模型、AI+物理计算技术研发，以及开源社区建设、技术分享等工作；
3.与物理、化学、生物等交叉学科研发团队一起合作研发前沿算法并发表文章。
任职要求
1.本科及以上学历；有较强的工程实现能力，能从容应对算法实现过程中的调试、性能优化等问题；熟悉深度学习训练平台，如PyTorch、TensorFlow等；
2.精通Transformer；至少精通NLP、CV、Graph或强化学习领域中的一项基础知识；紧跟前沿技术；
3.具有良好的团队合作与沟通能力，积极主动，善于思考，有较强的分析与解决问题的能力；
4.对AI+Science领域有浓厚的兴趣。",2023-12-18,boss
人工智能算法工程师,北京-大兴,16k-20k·15薪,经验不限,硕士,"图像识别
算法",北京和利时,仪器仪表/工业自动化,1000-9999人,"工作职责：
1、负责交通领域的数据分析、挖掘和建模，挖掘数据蕴含规律等，为智能运维提供支持；
2、通过对数据的敏锐洞察,深入挖掘产品潜在价值和需求，为产品提供决策支持；
3、能够结合国铁、地铁和公路交通等实际业务需求，进行相关计算机视觉、深度学习相关的技术系统与产品的研发工作；
4、分析算法的瓶颈，并提出解决方案，推动算法在实际场景的性能优化与落地。
任职资格：
1、全日制统考类大学本科及以上学历，人工智能相关专业，硕士2年以上，本科3年以上；
2、具有机器学习，深度学习，计算机视觉、图像处理或自然语言领域专业背景和研发工作经验；
3、熟悉C/C++，熟悉python/matlab，熟悉常用深度学习框架；
4、深度理解AI算法实现过程数据收集、处理，模型训练等过程中的各类技巧；
5、有计算机视觉（目标检测、跟踪、识别）方向应用经验者优先；
6、在机器学习、计算机视觉等领域有优秀论文发表记录者优先。",2023-12-22,boss
人工智能算法工程师,北京-朝阳,12k-18k,1-3年,硕士,"深度学习算法
机器学习算法
视觉图像算法
TensorFlow
PyTorch
Keras
图像，时序",睿知行,计算机软件,无,"职责描述：
1. 负责卫星数据处理、图像分类图像分割算法；
2. 参与卫星数据处理、卫星图像相关项目技术论证和相关领域技术融合；
3. 能够独立撰写技术文档及业务报告；
任职要求：
1. 统计、数学、计算机、自动化等研究方向；本科以上学历；
2. 能够独立完成卫星数据处理、卫星图像识别，具有相关项目经历者优先；
3. 熟练掌握时序数据分析、卫星数据处理、卫星图像识别；
4. 熟练使用sklearn、pytorch、keras、TensorFlow等机器学习框架，了解卫星图像相关知识；
5. 工作态度端正认真，有责任心，上进心，具备正常的沟通理解能力。",2024-01-02,boss
人工智能算法工程师,北京-海淀,15k-30k,3-5年,本科,"算法设计
深度学习算法
C++
Python
TensorFlow
视觉图像算法",转睛科技,计算机软件,20-99人,"算法工程师职位描述
1. 负责算法选型和技术方案设计；
2. 评估所需数据集规模、数据集收集方式、数据集标注方式和验收标准，并负责数据集验收；
3. 分配并指导助理算法工程师进行算法开发工作；
4. 指导助理算法工程师进行开发环境搭建、模型训练和结果验证；
5. 指导助理算法工程师完成算法模型转化为onnx模型（Nvidia）或前向传播代码（Cambricon）的实现；
6. 利用TensorRT API定义网络模型，转为TRT模型；
7. 描述算法前后处理业务逻辑，配合工程部门做算法的前后处理实现；
助理算法工程师职位描述
1. 搭建算法开发环境；
2. 编写数据集整理、清洗等预处理程序；
3. 编写调试算法模型源码，完成模型训练和测试过程，生成在测试集上的测试报告；
4. 编写onnx export程序（Nvidia），并在测试集上验证正确性；
5. 利用pytorch API编写前向传播算法，并在测试集上验证正确性；",2023-12-04,boss
人工智能算法工程师,北京-通州,20k-40k·15薪,5-10年,博士,"算法设计
C++
Python
视觉图像算法
语音算法",灵动天地,广告/公关/会展,0-20人,工作职责1）从事机器学习、深度学习领域的算法研究、设计与开发；任职要求1计算机、软件、电子、通信等相关专业优秀硕士或博士；模式识别/人工智能/数学/计算机相关专业更佳2） 对人工智能、机器学习、深度学习浓厚的兴趣及较全面的认识；3）具有较好的逻辑分析和数据分析能力，解决问题能力强；4）熟练使用Tensorflow、API.AI、OpenAI、Caffee等开源人工智能平台,2024-01-03,boss
AI算法工程师,北京-海淀,30k-50k·14薪,5-10年,本科,"Python
C/C++
CNN/RNN/LSTM
计算机相关专业
机器学习算法/工程化经验
深度学习经验
研究导向
云计算
语音/图像识别",深维智信,互联网,20-99人,"岗位描述
1. 负责自然语言理解、大数据分析、深度学习相关平台的架构设计、开发及优化；
2. 参与算法的设计研发，负责底层算法的工程化、封装、优化等。
任职要求
1. 本科及以上学历，计算机、机器学习和模式识别相关专业；
2. 对自然语言处理、数据挖掘、大数据处理等前沿技术有浓厚的兴趣；
3. 具备优秀的编码能力，熟悉linux开发环境，熟悉 C++/Python/go/Java/Scala 中的一种或多种编程语言；
4. 有扎实的数据结构和算法功底，熟悉机器学习、自然语言处理、数据挖掘、分布式计算、计算机视觉中一项或多项；
5. 优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情。
6. 优秀履历，岗位薪资待遇不设限，可面谈。",2024-01-03,boss
ai算法工程师,北京-海淀,15k-25k,1-3年,本科,"Python
Java",集异璧科技,计算机服务,20-99人,"岗位职责
1.与算法(模型)工程师协作，完成预训练模型，NLP等相关算法服务封装和架构开发
2.负责相关算法服务程序的架构和性能优化
3.负责相关算法服务程序的线上监控和问题解决
4.负责其他服务开发
任职要求:
1.硕士及以上学历，熟悉常用数据结构和算法，了解常用机器学习算法和深度学习算法
2.熟练使用 Python 语言和相关深度学习库
3.有高性能服务程序设计、实现、优化经验优先，有 ACM 等相关竞赛经验优先
4.善于协作沟通，对程序质量有较强的责任心",2024-01-03,boss
