岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
人工智能算法实习生,北京-海淀,200-400元元/天,3天/周,3个月,生物医疗,碳硅智慧,计算机软件,20-99人,"职位职责
1.负责创新药研发各个环节中的深度学习建模工作；
2.负责大规模预训练模型、AI+物理计算技术研发，以及开源社区建设、技术分享等工作；
3.与物理、化学、生物等交叉学科研发团队一起合作研发前沿算法并发表文章。
任职要求
1.本科及以上学历；有较强的工程实现能力，能从容应对算法实现过程中的调试、性能优化等问题；熟悉深度学习训练平台，如PyTorch、TensorFlow等；
2.精通Transformer；至少精通NLP、CV、Graph或强化学习领域中的一项基础知识；紧跟前沿技术；
3.具有良好的团队合作与沟通能力，积极主动，善于思考，有较强的分析与解决问题的能力；
4.对AI+Science领域有浓厚的兴趣。",2023-12-18,boss
人工智能算法工程师,北京-大兴,16k-20k·15薪,经验不限,硕士,"图像识别
算法",北京和利时,仪器仪表/工业自动化,1000-9999人,"工作职责：
1、负责交通领域的数据分析、挖掘和建模，挖掘数据蕴含规律等，为智能运维提供支持；
2、通过对数据的敏锐洞察,深入挖掘产品潜在价值和需求，为产品提供决策支持；
3、能够结合国铁、地铁和公路交通等实际业务需求，进行相关计算机视觉、深度学习相关的技术系统与产品的研发工作；
4、分析算法的瓶颈，并提出解决方案，推动算法在实际场景的性能优化与落地。
任职资格：
1、全日制统考类大学本科及以上学历，人工智能相关专业，硕士2年以上，本科3年以上；
2、具有机器学习，深度学习，计算机视觉、图像处理或自然语言领域专业背景和研发工作经验；
3、熟悉C/C++，熟悉python/matlab，熟悉常用深度学习框架；
4、深度理解AI算法实现过程数据收集、处理，模型训练等过程中的各类技巧；
5、有计算机视觉（目标检测、跟踪、识别）方向应用经验者优先；
6、在机器学习、计算机视觉等领域有优秀论文发表记录者优先。",2023-12-22,boss
人工智能算法工程师,北京-海淀,15k-30k,3-5年,本科,"算法设计
深度学习算法
C++
Python
TensorFlow
视觉图像算法",转睛科技,计算机软件,20-99人,"算法工程师职位描述
1. 负责算法选型和技术方案设计；
2. 评估所需数据集规模、数据集收集方式、数据集标注方式和验收标准，并负责数据集验收；
3. 分配并指导助理算法工程师进行算法开发工作；
4. 指导助理算法工程师进行开发环境搭建、模型训练和结果验证；
5. 指导助理算法工程师完成算法模型转化为onnx模型（Nvidia）或前向传播代码（Cambricon）的实现；
6. 利用TensorRT API定义网络模型，转为TRT模型；
7. 描述算法前后处理业务逻辑，配合工程部门做算法的前后处理实现；
助理算法工程师职位描述
1. 搭建算法开发环境；
2. 编写数据集整理、清洗等预处理程序；
3. 编写调试算法模型源码，完成模型训练和测试过程，生成在测试集上的测试报告；
4. 编写onnx export程序（Nvidia），并在测试集上验证正确性；
5. 利用pytorch API编写前向传播算法，并在测试集上验证正确性；",2023-12-06,boss
人工智能算法工程师,北京-朝阳,12k-18k,1-3年,硕士,"深度学习算法
机器学习算法
视觉图像算法
TensorFlow
PyTorch
Keras
图像，时序",睿知行,计算机软件,无,"职责描述：
1. 负责卫星数据处理、图像分类图像分割算法；
2. 参与卫星数据处理、卫星图像相关项目技术论证和相关领域技术融合；
3. 能够独立撰写技术文档及业务报告；
任职要求：
1. 统计、数学、计算机、自动化等研究方向；本科以上学历；
2. 能够独立完成卫星数据处理、卫星图像识别，具有相关项目经历者优先；
3. 熟练掌握时序数据分析、卫星数据处理、卫星图像识别；
4. 熟练使用sklearn、pytorch、keras、TensorFlow等机器学习框架，了解卫星图像相关知识；
5. 工作态度端正认真，有责任心，上进心，具备正常的沟通理解能力。",2024-01-05,boss
人工智能算法工程师,北京-通州,20k-40k·15薪,5-10年,博士,"算法设计
C++
Python
视觉图像算法
语音算法",灵动天地,广告/公关/会展,0-20人,工作职责1）从事机器学习、深度学习领域的算法研究、设计与开发；任职要求1计算机、软件、电子、通信等相关专业优秀硕士或博士；模式识别/人工智能/数学/计算机相关专业更佳2） 对人工智能、机器学习、深度学习浓厚的兴趣及较全面的认识；3）具有较好的逻辑分析和数据分析能力，解决问题能力强；4）熟练使用Tensorflow、API.AI、OpenAI、Caffee等开源人工智能平台,2024-01-05,boss
人工智能算法专家,北京-海淀,25k-50k·15薪,3-5年,硕士,"业务导向
Python
深度学习经验
计算机相关专业
数学/统计相关专业",杰谱特,计算机软件,20-99人,"岗位描述：
负责公司大模型的研发和应用，解决大模型在垂直领域的落地问题
工作内容：
基于垂直领域数据的大模型适配和调优，参与前沿论文复现、模型技术调研，并根据实际客户场景进行数据收集及清洗、模型迭代、评估等
职位要求
1、优秀的代码能力、数据结构和基础算法功底，熟练C/C++或Python，ACM/ICPC、NOI/IOI、Top Coder、Kaggle等比赛获奖者优先；
2、熟悉NLP相关的算法和技术，熟悉大模型预训练、微调、以及RL算法者优先；
3、在大模型领域，主导过大影响力的项目或论文者优先；
4、出色的问题分析和解决能力，能深入解决大模型训练和应用存在的问题；
5、良好的沟通协作能力，能和团队一起探索新技术，推进技术进步。",2024-01-05,boss
人工智能算法专家,北京-朝阳,30k-45k,5-10年,硕士,"业务导向
Python
TensorFlow/PyTorch
机器学习算法/工程化经验
数学/统计相关专业
深度学习经验",未必然,计算机软件,20-99人,"职位描述：
1、配合销售完成公司核心业务解决方案的编写和用户交流；
2、根据具体项目，可独立负责产品的需求分析、功能调研、规划和设计，实现产品迭代和升级，持续提升产品的体验；
3、根据产品或项目需求，带领团队完成项目中分析模型的开发，并达到验收要求，解决中间出现的技术难题；
4、负责公司关键技术的研发和落地
技能要求：
1、硕士及以上学历，统计学、大数据、人工智能等相关专业；
2、具有5年及以上数据分析、挖掘和建模经验；
3、熟悉常用机器学习算法，对模式识别、深度学习、异常检测等相关领域有深入研究，
4、熟悉和实践过至少一种常用的深度学习框架，比如tensorflow, pytorch等；
5、具有工业大数据分析、设备预测性维护实际项目经验者优先；
6、具备较强的算法创新能力、项目研发以及项目分解能力；
7、具备基本的英文技术文档读写能力",2024-01-05,boss
人工智能算法工程师,北京-丰台,20k-25k,1-3年,硕士,"C/C++
Python
数学基础
人工智能算法",中兵智能创新研究院,互联网,100-499人,"专业要求：
人工智能、计算机、电子、数学、自动化、机器人等相关专业
职位职责：
1、跟踪前沿人工智能算法，基于无人系统开展人工智能算法应用需求分析与开发评估；
2、负责人工智能算法的应用开发与实现；
3、参与课题论证、课题申报以及其他相关工作；
职位要求：
1、人工智能、计算机、电子、数学、自动化、机器人等相关专业，硕士或以上学历；
2、熟悉C++,python，有良好的人工智能算法、数学基础；
3、具有良好的学习能力和适应能力，良好的执行力；具有良好的协调能力和文档撰写能力；",2024-01-04,boss
人工智能算法设计工程师,北京-海淀,20k-40k,3-5年,硕士,"研究导向
计算机相关专业
机器学习算法/工程化经验",中科天玑,移动互联网,100-499人,"1. 具有一定的人工智能理论基础，掌握自然语言处理、机器学习/深度学习、神经网络、模式识别、智能搜索、图神经网络等算法的理论框；
2. 具备较好的数学基础，相关课程成绩优异者优先；
3. 能够熟练运用Python、C/C++、Java、Matlab等至少一种编程语言，有基于Tensorflow、MxNet、Caffe、Pythorch等至少一种机器学习框架或Mahout、MLLib、GraphX等至少一种机器学习算法库从事算法设计经验者优先；
4. 具有人工智能领域科研项目经验者优先；
5. 能够独立开展技术攻关、技术调研和研究方案制定。",2024-01-05,boss
人工智能算法工程师,北京,22k-40k·14薪,1-3年,本科,"智能驾驶
Python
C/C++
计算机相关专业
深度学习经验
C++
机器学习算法
视觉图像算法
Boosting
自然语言处理
深度学习算法
数据挖掘
Python",四维图新,互联网,1000-9999人,"工作职责:
-负责视频理解，行为监控相关算法开发及应用研究
-处理海量数据，分析用户行为， 发掘潜在迭代方向
-对各类机器学习、深度学习模型进行调优
-将前沿的技术和算法应用于实践， 改善相关产品体验
职位要求:
-计算机、模式识别、自然语言处理或者相关专业，硕士及以上学历
-具备良好的问题分析、分解能力，对解决具有挑战性问题充满激情
-具备良好的团队合作精神，较强的沟通能力
-具备较强用户产品意识和数据分析能力，能够针对业务发现关键问题
-熟悉Linux开发环境，熟练掌握Python、C/C++等开发语言
-熟悉大规模数据挖掘、机器学习、深度学习等相关技术，有目标检测，图像识别，样本生成等相关工作经验",2024-01-04,boss
人工智能算法工程师,北京-昌平,20k-30k·13薪,1-3年,本科,"业务导向
Python
TensorFlow/PyTorch
深度学习经验
机器学习算法/工程化经验",中科边缘智慧,互联网,100-499人,"岗位职责：
1、熟悉深度学习、机器学习、神经网络、数据挖掘领域相关技术研究、应用以及工程化建设项目实施经验，对算法架构设计与实现有深入理解，能够进行跨学科系统及产品开发；；
2、具有目标检测、图像分类，自然语言处理等项目开发和部署经验；
3、精通python，熟悉flask、django等常用框架；熟悉c++或者java为加分项；
4、 熟悉Linux操作系统、数据库、人工智能技术，有良好的深度学习理论基础，精通使用飞桨、pytorch、tensorflow等开源框架，精通算法程序开发、部署和容器化等相关技术；
5、了解开源大语言模型、transform等AIGC知识为加分项。
任职要求：
1、全日本科及以上学历，计算机、人工智能等相关专业，2-3年左右专业领域工作经验；
2、有强烈求知欲，对人工智能领域相关技术有热情；
3、具有良好的数学基础，良好的英语阅读能力，有团队意识，与合作良好精神；
4、有GPT生成式模型研发经验者优先，有大模型的使用和开发经验者优先。",2023-12-26,boss
人工智能算法工程师,北京-昌平,20k-40k·15薪,3-5年,本科,"业务导向
语音/图像识别
Python
C/C++
计算机相关专业
机器学习算法/工程化经验
深度学习经验",北京智芯微电子,电力/热力/燃气/水利,1000-9999人,"*工作职责：
针对电力电网、安监领域的各种视觉应用场景，开发并落地高精度人工智能算法；
负责模型的裁剪、量化、压缩等性能优化；
负责人工智能算法工具链的开发；
负责人工智能研究成果的知识产权（论文、专利）发布；
跟踪人工智能技术和算法的前沿技术。
*任职要求：
1、熟悉Pytorch、Caffe、TensorFlow、paddlepaddle其中两种以上框架源码；
2、在以下一个或多个领域有应用开发经验：深度学习、计算机视觉、图像处理；
3、熟练掌握C/C++、Python；
4、在人工智能领域发表过高水平研究论文者优先；
5、具备一定的抗压能力，能主动与团队沟通与配合，积极解决工作上的问题和障碍
6、负责编写相关技术文档。",2023-12-28,boss
人工智能算法工程师,北京-朝阳,20k-40k·13薪,1-3年,大专,"TensorFlow/PyTorch
C/C++
OpenCV",上海美踏全宇数字科技,互联网,100-499人,"岗位职责:
1.负责数字人驱动算法（唇部，表情，动作）研究与落地；
2.负责数字人相关技术的预研与开发包括3d人体姿态估计、3d人脸重建、手势识别、表情识别、骨骼驱动、AI捏脸等核心技术算法；
3.参与数字人相关算法团队专业化建设与学术创新传承，使公司相关技术达到行业先进水平。 岗位要求:
1.熟悉机器学习常用算法；
2.主流机器视觉算法(Yolo系列、RCNN系列、Version Transformer）；
3.熟悉图像和视频的分类、检测、识别、分割、 重建、3D视觉、图像生成中的一项或多项；
4.熟练掌握C/C++/Python至少一种，工程实现能力强；
5.熟悉常用CV库(opencv/numpy)和深度学习框架（Caffe/PyTorch/TensorFlow等）；
6.熟悉主流加速推理框架（ONNX/TensorRT等）。
7.有研发真是人物面部表情及肢体动作捕捉、人物骨骼的自动重定向和绑定算法优先；
8.有使用deca，Stable Diffusion，Midjourney_V5，DALLE系列等生成式模型优先；
9.有模型部署、加速推理经验优先；
10.有游戏、虚拟数字人、AIGC工作经验优先。",2024-01-05,boss
人工智能算法工程师,北京-海淀,20k-40k,3-5年,硕士,"无明显侧重
智能驾驶
Python
C/C++
机器学习算法/工程化经验
gazebo
机器人
无人机",卓鸷科技,铁路/船舶/航空/航天制造,20-99人,"岗位职责
1. 负责旋翼无人机集群同/异构机器集群任务分配算法设计与开发；
2. 负责对抗环境中的集群博弈策略设计；
3. 组织动态环境下多机协同编队算法设计与开发。
具备能力
1. 具备Matlab/Simulink、Python、C/C++编程能力；
2.熟悉无人机集群多智能体编队控制算法的设计，多智能体任务分配等算法设计与gazebo等仿真；
3.熟悉ROS、mavlink、mavros等机器人相关软件及通信协议，掌握任务规划、局部避障、控制器算法、PID调参等技能；
4.具备较强的业务理解和数学建模能力，能快速理解问题、抽象并设计解决方案。
5.航空院校相关专业毕业优先，有集群无人机开发经验优先。",2024-01-04,boss
人工智能算法工程师,北京-西城,18k-35k·15薪,3-5年,本科,语音/图像识别,英大金财,互联网,100-499人,"岗位职责：
1.参与商旅业务场景个性化推荐系统的算法和架构研发，优化系统指标；
2.负责包括但不限于推荐排序模型优化、召回模型优化、用户兴趣建模、用户实时意图建模中的算法和工程问题等；
3.负责推荐策略的迭代，以及粗排、精排等模型训练及预估服务搭建；
4.分析所有用户行为数据和出行数据，增加有效特征，提升用户体验；
5.参与信息流推荐算法的研发和优化；
6.挖掘和分析用户数据，不断完善用户画像体系；
7.业务上线后需持续跟踪运营效果并进行算法指标的持续优化达到预期标准。
任职要求：
1.计算机相关专业本科及以上，2年及以上算法相关实际工作经验；
2.熟悉逻辑回归、决策树、神经网络等，并且有实际的上线项目经验；
3.至少熟悉一类深度神经网络模型，如DNN、CNN、RNN等；
4.熟练使用至少一种深度学习开源框架，如tensorflow，pytorch，keras等；
5.熟练使用Python、java、C++等编程语言；
6.熟悉推荐系统架构，上下游调用逻辑；
7.具备大数据编程和处理能力，如hive、park等；
8.目标导向，数据驱动，善于结合具体业务场景，分析与解决有挑战性的问题。
有以下经验者优先：1.在精准营销领域有丰富算法工作经验者优先2.有用户画像特征工程等经验优先。",2023-12-06,boss
人工智能算法工程师,北京-海淀,10k-15k,3-5年,硕士,"Java
C/C++
机器学习
OpenCV
机器学习算法/工程化经验
语音/图像识别
业务导向
深度学习经验",中科烛照(北京),互联网,0-20人,"1．收集项目相关数据，并进行算法调研、对比；
2．采集数据，并进行预处理，扩充数据；
3．多次进行调优、训练、测试对比；
4．进行上位机部署，并进行推理速度提升，确保实时性；
5．对系统后期进行维护优化。",2024-01-05,boss
人工智能算法工程师,北京-朝阳,20k-35k·14薪,5-10年,本科,"研究导向
语音/图像识别
Python
C/C++
TensorFlow/PyTorch
机器学习算法/工程化经验
深度学习经验",易哥科技,运营商/增值服务,20-99人,"【岗位职责】
1、进行人工智能算法研究和开发，负责AI算法选型、AI训练工具选择使用以及AI训练环境搭建等工作。
2、进行AI训练数据的筛选和处理，对数据进行预处理、清洗和转换，确保数据的质量和适用性。
3、负责AI训练结果的打标和标注，以提供高质量的训练数据集。
4、进行AI训练参数和算法模型的调优，优化模型性能，提高准确度和效率。
5、进行AI训练结果的工程化处理，将模型集成到实际应用中，并进行性能优化和系统调试。
6、进行GPU优化编程，利用硬件加速技术提升算法训练和推理速度。
7、开发和维护使用Python和C++等编程语言的相关工具和库，以支持算法研发和工程化工作。
8、熟悉PaddlePaddle、PyTorch等框架，能够使用其进行模型训练和部署。
9、具备计算机视觉（CV）和自然语言处理（NLP）模型训练的经验和能力。
10、跟踪并掌握相关领域的最新技术发展和研究成果，持续学习和提升专业知识。
【任职要求】
1、本科及以上学历，计算机科学、人工智能、机器学习或相关专业优先。
2、至少5年以上人工智能算法工程师或相关岗位的工作经验。
3、熟悉常见的AI算法，如深度学习、神经网络、决策树等，并能够灵活选择和应用合适的算法。
4、熟练使用Python和C++编程语言，有扎实的编程能力和良好的代码风格。
5、熟悉AI训练工具和框架，如PaddlePaddle、TensorFlow、PyTorch等，并具备使用、调优、模型转换经验。
6、具备良好的数学和统计学基础，能够理解和应用常见的数学算法和模型评估方法。
7、具备快速学习和独立解决问题的能力，对新技术和挑战充满热情。",2024-01-04,boss
人工智能算法工程师,北京-昌平,2k-3k,1-3年,本科,"叶贝斯
随机森林
SVM
神经网络
聚类
PCA",龙腾视觉,仪器仪表/工业自动化,无,"岗位职责：
1. AI算法在工业控制和管理领域的应用研究。
2. 跟踪深度学习前沿技术，配合开发深度学习应用系统；
任职要求：
1. 统招本科及以上学历，人工智能、计算机相关专业;
2. 具备优秀的编程能力，能够快速落地算法模型；
3. 熟练掌握基础的数学、统计相关知识，对微积分，概率论等基础知识清楚；
4.精通主流机器学习和深度学习算法，对叶贝斯、随机森林、SVM、神经网络、聚类、PCA等有深入应用研究；
4. 熟悉Tensorflow/MXNet/Pytorch/Keras等至少一种深度学习流行框架；；
5.能够紧密跟踪学术、工业界AI动态，准确把握技术演进趋势，并结合业务应用场景，创新性得引入前沿架构技术、算法，指导开发有竞争力的产品。
6、熟练掌握C/C++、Python等开发语言；
7. 具备工业级AI应用系统开发经验者优先。",2023-12-06,boss
人工智能算法工程师,北京-海淀,25k-30k,3-5年,本科,"C/C++
机器学习算法/工程化经验
计算机相关专业
语音/图像识别
业务导向
深度学习经验
Python",科百科技,农/林/牧/渔,20-99人,"1、负责图像/视频处理、图像识别、分割、目标检测算法的设计和实现；
2、从事深度学习框架搭建，平台架构和性能优化；
3、针对农艺模型相关应用场景进行算法抽象、分析和应用；
4、支持公司相关产品的深度学习研究。
任职要求：
1、计算机、自动化、图像/视频识别、模式识别专业等相关领域的本科及以上学历；
2、机器学习、图像处理、计算机视觉等相关方向，具有两年以上算法研究经验；
3、精通Python/C++，至少掌握Pytorch/TensorFlow一种深度学习框架；
4、熟练掌握并应用各种深度学习算法(CNN、RBM、RCNN、RNN等)；
5、具备独立承担算法设计、实现、调试和优化经验等相关工作能力，能够将算法落地到实际的产品中；
6、掌握数据库技术，使用过Mysql、mongodb、redis等数据库，了解SQL；
7、熟悉数据挖掘相关技术；
8、具有独立解决问题的能力，较强的逻辑思维能力及文档整总结纳能力；
9、有农业病虫害识别及农艺模型相关经验优先。",2024-01-05,boss
人工智能算法工程师,北京-海淀,100k-110k,经验不限,博士,无明显侧重,华为云计算,计算机服务,10000人以上,"注：华为SP，仅限顶尖博士（2023-2024年毕业）
地点可选深圳北京杭州西安等
工作内容：
1.负责生成式AI前沿算法的研发，打造行业第一的技术竞争力
2.将AIGC应用于实际业务中，取得商业成功
任职要求：
1.计算机或相关专业博士学历，本硕博均为QS前30高校优先
2.有AI、视觉或图形相关顶会顶刊一作，如TPAMI, CVPR, ICCV, NIPS, ICML, Siggraph等，有高被引文章优先
3.有生成式AI，尤其是AI生成视频、大规模显卡训练经验者优先
4.有各类AI类竞赛世界级奖项，或ACM金牌等奖项优先",2024-01-05,boss
ai算法工程师,北京-丰台,21k-22k,1-3年,本科,研究导向,深启科技AI人工智能,计算机软件,0-20人,AI智能视频平台切换人脸识别算法,2023-12-06,boss
