"Python
Scala
C++
机器视觉
算法/AI编程","岗位描述：
1. 负责对接公司医疗 AI 产品开发需求和算法研发，包括但不限于数据分析、影像处理，疾病预测，目标识别，病历领域的 AIGC 生成等技术研发；
2. 负责相应 AI 模型设计，研发适合在推荐中使用的模型、算法和工具，并完成相关算法的验证；
3. 负责根据公司 AI 产品和项目计划按时完成功能模块的设计、编码、测试、部署的全流程工作；
4. 对接工程团队，支持 AI 算法的产品化实现；
5. 结合临床需求的技术可行性分析、数据标注方案制定，并对人工智能算法部署模型优化提升，算法速度优化；
6. 负责算法开发项目中技术风险把控，进行核心技术决策、关键技术攻关、新技术应用；
7. 负责后续产品 AI 算法的维护，模型的迭代与优化，探索人工智能的创新应用和业务发展；
8. 项目相关协调工作及上级交给的其他任务。
任职资格：
1.博士学历，人工智能、深度学习算法、生物工程等相关专业研究方向；有相关医疗 AI 算法项目或者医疗 AI 论文发表优先。
2. 扎实掌握机器学习算法与模型，熟悉TensorFlow、scikit-learn、pytorch等开源工具，有机器学习、数据挖掘等相关项目实际经验；
3. 对决策树XGBoost/LightGBM等理解深入，具有工程化实践经历和较强的跨专业学习能力；
4. 具有使用Hadoop,Spark等大数据框架经验，熟悉Python、C++、scala等语言，精通主流深度学习算法（同时具备视觉图像算法，但不强制要求）；
5. 能主动追踪前沿技术并适配落地，熟悉深度学习、迁移学习者优先；
6. 沟通能力强，能够跟非技术人员对模型的优势进行有效沟通；
7. 逻辑思维好，有优秀的分析问题解决问题的能力；
8. 具备较强的承压能力，并具备创业精神。要求有良好的沟通能力和团队合作意识，强烈的目标意识和责任感，对工作充满热情；
9. 优秀的学习能力，善于提出建设性的意见，并愿意与公司共同发展。"
"逻辑回归
深度学习
GBDT
LightGBM
深度学习框架","岗位职责：
1、从事算法建模工作，包括特征提取、模型设计及调优等；
2、从事AI算法平台的搭建工作，包括算法框架的实现及模型实现；
3、基于智能家居业务场景，通过机器学习、深度学习支持智能推荐、智能预测、智能诊断等领域的研究；
4、参与制定AI平台软件规范，包括代码规范、文档规范、测试规范等；
5、培养下属成员，有效带领AI算法团队，提高团队整体效率
任职要求：
1、硕士及以上学历，计算机、应用数学、统计学、人工智能、自动化控制等相关专业；
2、7年以上人工智能算法工作经验，具备推荐系统、智能预测、智能诊断等经验者优先；
3、有大模型、多模态、自然语言、图像方向经验优先；
4、熟悉Linux系统，能够熟练运用C++、Python等至少一种编程语言；
5、熟练sklearn、Spark Mllib等机器学习框架和逻辑回归、随机森林、决策树、LightGBM、XGBoost等机器学习算法 ；
6、熟练TensorFlow、PyTorch等深度学习框架和CF、FM、DeepFM、GBDT+LR等推荐算法；
7、熟悉大数据平台，具备hive、impala等项目实践经验者优先；
8、具备高并发项目经验和模型调优能力者优先
9、技术类竞赛（如数学建模、ACM）获奖者优先；
10、具备良好的学习能力，良好的团队合作精神，能够承担工作压力并充满激情"
"逻辑回归
GBDT
XGBoost
深度学习
LightGBM
决策树
推荐算法
深度学习框架","AI算法总监
岗位职责：
1、从事算法建模工作，包括特征提取、模型设计及调优等；
2、从事AI算法平台的搭建工作，包括算法框架的实现及模型实现；
3、基于智能家居业务场景，通过机器学习、深度学习支持智能推荐、智能预测、智能诊断等领域的研究；
4、参与制定AI平台软件规范，包括代码规范、文档规范、测试规范等；
5、培养下属成员，有效带领AI算法团队，提高团队整体效率
任职要求：
1、硕士及以上学历，计算机、应用数学、统计学、人工智能、自动化控制等相关专业；
2、7年以上人工智能算法工作经验，具备推荐系统、智能预测、智能诊断等经验者优先；
3、熟悉Linux系统，能够熟练运用C++、Python等至少一种编程语言；
4、熟练sklearn、Spark Mllib等机器学习框架和逻辑回归、随机森林、决策树、LightGBM、XGBoost等机器学习算法 5、熟练TensorFlow、PyTorch等深度学习框架和CF、FM、DeepFM、GBDT+LR等推荐算法；
6、熟悉大数据平台，具备hive、impala等项目实践经验者优先；
7、具备高并发项目经验和模型调优能力者优先
8、技术类竞赛（如数学建模、ACM）获奖者优先；
9、具备良好的学习能力，良好的团队合作精神，能够承担工作压力并充满激情；"
"算法开发
算法设计
算法研究","岗位职责：
1、从事算法建模工作，包括特征提取、模型设计及调优等；
2、从事AI算法平台的搭建工作，包括算法框架的实现及模型实现；
3、基于智能家居业务场景，通过机器学习、深度学习支持智能推荐、智能预测、智能诊断等领域的研究；
4、参与制定AI平台软件规范，包括代码规范、文档规范、测试规范等；
5、培养下属成员，有效带领AI算法团队，提高团队整体效率
任职要求：
1、硕士及以上学历，计算机、应用数学、统计学、人工智能、自动化控制等相关专业；
2、7年以上人工智能算法工作经验，具备推荐系统、智能预测、智能诊断等经验者优先；
3、熟悉Linux系统，能够熟练运用C++、Python等至少一种编程语言；
4、熟练sklearn、Spark Mllib等机器学习框架和逻辑回归、随机森林、决策树、LightGBM、XGBoost等机器学习算法 5、熟练TensorFlow、PyTorch等深度学习框架和CF、FM、DeepFM、GBDT+LR等推荐算法；
6、熟悉大数据平台，具备hive、impala等项目实践经验者优先；
7、具备高并发项目经验和模型调优能力者优先
8、技术类竞赛（如数学建模、ACM）获奖者优先；
9、具备良好的学习能力，良好的团队合作精神，能够承担工作压力并充满激情；"
"算法开发
Python
C++
PyTorch
TensorFlow
Sklearn
Spark Ml
Hive
Impala","岗位职责：
1、从事算法建模工作，包括特征提取、模型设计及调优等；
2、从事AI算法平台的搭建工作，包括算法框架的实现及模型实现；
3、基于智能家居业务场景，通过机器学习、深度学习支持智能推荐、智能预测、智能诊断等领域的研究；
4、参与制定AI平台软件规范，包括代码规范、文档规范、测试规范等；
5、培养下属成员，有效带领AI算法团队，提高团队整体效率。
任职要求：
1、硕士及以上学历，计算机、应用数学、统计学、人工智能、自动化控制等相关专业；
2、7年以上人工智能算法工作经验，具备推荐系统、智能预测、智能诊断等经验者优先；
3、熟悉Linux系统，能够熟练运用C++、Python等至少一种编程语言；
4、熟练sklearn、Spark Mllib等机器学习框架和逻辑回归、随机森林、决策树、LightGBM、XGBoost等机器学习算法 5、熟练TensorFlow、PyTorch等深度学习框架和CF、FM、DeepFM、GBDT+LR等推荐算法；
6、熟悉大数据平台，具备hive、impala等项目实践经验者优先；
7、具备高并发项目经验和模型调优能力者优先
8、技术类竞赛（如数学建模、ACM）获奖者优先；
9、具备良好的学习能力，良好的团队合作精神，能够承担工作压力并充满激情。"
"深度学习框架
深度学习
PyTorch
C/C++
算法研究
算法优化
强化学习
图像处理
TensorFlow
Keras","岗位要求：
（应届毕业生必须本科985以上，博士学位，有量化行业AI算法或者大厂AI算法经验可降低学历要求！）
1.熟练使用numpy，pandas等python环境下的科学计算库，熟练掌握常见的机器学习方法和统计知识，例如线性模型, 贝叶斯，决策树，EM算法，RNN等，知名院校硕士及以上学历；
2.对tensorflow，pytorch等深度学习框架有源码级的理解；
3.有丰富的研究成果，在国际顶会或期刊发表相关论文（包括但不限于NIPS, ICML, CVPR, COLT)；
4.良好的编程能力，熟练使用Python/ C++，熟悉Linux系统
5. 有IMO/CMO或NOI，金牌、银牌、铜牌优先
【岗位职责】
1. 学习量化策略研究方法，利用金融数据分析工具，对大量数据进行研究；
2. 利用深度学习神经网络，负责研究、搭建金融逻辑深度学习算法，形成投资决策系统；
3. 探索前沿算法，使其在不同量化场景下发挥计算机资源挖掘、模型搭建等作用。
4.通过机器学习、深度学习等人工智能算法解决资本市场风险模型"
"深度学习框架
深度学习
PyTorch
C/C++
算法研究
算法优化
强化学习
图像处理
TensorFlow
Keras","岗位要求：
（应届毕业生必须本科985以上，博士学位，有量化行业AI算法或者大厂AI算法经验可降低学历要求！）
1.熟练使用numpy，pandas等python环境下的科学计算库，熟练掌握常见的机器学习方法和统计知识，例如线性模型, 贝叶斯，决策树，EM算法，RNN等，知名院校硕士及以上学历；
2.对tensorflow，pytorch等深度学习框架有源码级的理解；
3.有丰富的研究成果，在国际顶会或期刊发表相关论文（包括但不限于NIPS, ICML, CVPR, COLT)；
4.良好的编程能力，熟练使用Python/ C++，熟悉Linux系统
5. 有IMO/CMO或NOI，金牌、银牌、铜牌优先
【岗位职责】
1. 学习量化策略研究方法，利用金融数据分析工具，对大量数据进行研究；
2. 利用深度学习神经网络，负责研究、搭建金融逻辑深度学习算法，形成投资决策系统；
3. 探索前沿算法，使其在不同量化场景下发挥计算机资源挖掘、模型搭建等作用。
4.通过机器学习、深度学习等人工智能算法解决资本市场风险模型"
"逻辑回归
GBDT
深度学习
LightGBM
深度学习框架","职位描述
1、从事算法建模工作，包括特征提取、模型设计及调优等；
2、从事AI算法平台的搭建工作，包括算法框架的实现及模型实现；
3、基于智能家居业务场景，通过机器学习、深度学习支持智能推荐、智能预测、智能诊断等领域的研究；
4、参与制定AI平台软件规范，包括代码规范、文档规范、测试规范等；
5、培养下属成员，有效带领AI算法团队，提高团队整体效率
任职要求：
1、硕士及以上学历，计算机、应用数学、统计学、人工智能、自动化控制等相关专业；
2、7年以上人工智能算法工作经验，具备推荐系统、智能预测、智能诊断等经验者优先；
3、熟悉Linux系统，能够熟练运用C++、Python等至少一种编程语言；
4、熟练sklearn、Spark Mllib等机器学习框架和逻辑回归、随机森林、决策树、LightGBM、XGBoost等机器学习算法 5、熟练TensorFlow、PyTorch等深度学习框架和CF、FM、DeepFM、GBDT+LR等推荐算法；
6、熟悉大数据平台，具备hive、impala等项目实践经验者优先；
7、具备高并发项目经验和模型调优能力者优先
8、技术类竞赛（如数学建模、ACM）获奖者优先；
9、具备良好的学习能力，良好的团队合作精神，能够承担工作压力并充满激情；"
"机器视觉
算法设计
视觉算法
D语言
Python
C++","三、任职要求
1、教育背景:
电子、通信、计算机、自动化及相关专业
2、工作经验：
优秀硕士应届毕业生或有2年以上工作经验者
3、技能要求：
（1）对机器视觉算法及人工智能处理器技术有浓厚兴趣；
（2）熟悉并有应用python,C/C++在windows和linux下编程经验；
（3）熟悉人工智能ResNet、Yolo、SSD、Densenet等经典卷积算法原理，及应用caffe、TensorFlow、Pytorch框架经验。
（4）可独立阅读中英文技术手册，具有良好的文字表达能力。
4、其他要求：
（1）积极主动、思维灵活、有悟性、团队精神；
（2）获得过大学生软件竞赛、电子竞赛省部级或国家奖的，优先录用；
（3）有具体项目开发经验的，优先录用。
四、职位职责：
（1）根据项目需求，负责人工智能算法架构和功能性能分析，提出切实可行的算法设计方案。
（2）根据项目需求，负责人工智能算法在嵌入式智能计算平台移植、验证和性能优化。
五、薪资待遇：
很有竞争力的行业待遇，很有发展前途的行业背景。
六、工作地点
中国科学院计算技术研究所（北京闵庄路、中关村）"
"python
tensorflow
caffe
java
语音识别
自然语言处理
机器学习","岗位职责：
1. 负责人工智能算法研究、模型的训练和优化
2. 参与人工智能应用场景建设和基础技术研发工作
3. 追踪和复现前沿AI算法，提升解决方案效果
任职要求：
1．计算机类或数学类专业，人工智能相关方向全日制博士（211院校以上优先）
2．熟悉机器学习或深度学习基础理论知识，具备扎实的算法基础
3．在计算机视觉、语音识别、自然语言处理等其中至少一个领域有较深积累
4．具有较好的代码实现能力，能够快速在工作中进行算法实现与验证
5．具有强烈的进取心、较强的学习能力、良好的沟通能力和团队合作精神
技能要求：
1．熟练使用一种以上的Python、C/C++、Java等主流开发语言
2．熟练使用一种以上的TensorFlow/PyTorch/Caffe等深度学习开源框架，熟悉常用神经网络
3．熟练使用OpenCV等计算机视觉库，掌握常用函数原理
4．在图像特征提取、图像相似度等领域有项目开发经验优先
5．在深度学习数据集构建、数据清洗等领域有项目开发经验优先"
"算法开发
算法研究
知识图谱
Python
C++
C/C++
C语言","工作职责
１.负责医学领域AI算法开发，没有背景可以提供学习的机会。主要方向：NLP，影像识别、机器学习、医学统计分析等
２.结合医疗中各种应用场景和客户需求，协助进行算法设计、研发、产品转化
３.结合科研需求，应用AI算法技术进行数据分析
４.跟踪业界算法技术最新进展，并能快速应用到业务中
５.负责论文专利的撰写
任职资格
1.计算机、电子、生物医学工程、数学、统计学、运筹学等相关专业博士
2.熟悉1种编程语言python、java、c++等
3.有良好的沟通表达能力和极强的学习能力，主观能动性强。
4.有医疗影像、电生理、知识图谱项目经验优先。
5.已发表过计算机顶会和高影响因子期刊论文的优先"
"python
tensorflow
机器学习
强化学习
深度学习算法
人工智能(ai)
算法
科学家","岗位职责：
1. 面向文化旅游服务业，提高服务质量及服务效率。
2.负责深度学习及机器学习相关算法的开发和应用
3.负责深度学习相关技术栈及算法的预研和选型
4.负责算法相关的数据处理
5. 参与国内、国际标准化组织及相关论坛、会议，起草相关行业标准及规范。
6. 确定AI算法与具体业务的结合方式，确定研发方向。
任职要求
1.博士学历，计算机、数学、自动化、软件或相关专业。
2. 五年以上深度学习相关的工作经验，有实际落地项目成果优先。
3.熟悉linux系统，熟悉Python，熟悉tensorflow等深度学习框架
4.熟悉逻辑回归、随机森林、决策树、贝叶斯、SVM等基础分类算法
5.熟悉CNN、RNN、DBM、AE等人工智能算法及其原理
6.熟悉有监督学习、无监督学习、强化学习等原理及实现
7. 有算法研究实际成果并发表在国际顶级会议、期刊者优先。有相关技术发明专利者优先。
8. 有参与国内、国际标准化经验者优先。"
Python,"该岗位主要进行人工智能（AI）算法的开发和产品落地，在AI部门现有基础上，与化学湿实验室紧密配合，为 AI 生物创新制药的降本提效，提出自己更加出彩并且切实扎实可行的AI解决方案想法，并能够编程实践出结果，配合整合团队其它力量，最终形成产生巨大社会价值的产品。
岗位要求：
§ 在短期（约1年内）实现两个并行目标：
1. 产品的建设有一个高效、高质量的提升，与湿实验室团队一起，发优质的期刊论文（比如Nature、Science、Cell、柳叶刀正刊或子刊，AI 顶级会议论文等）为产品赢得声誉。
2. 争取尽快形成落地产品，在用户侧试用。
§ 工作内容主要有：
1. 可行性预研、设计、实施新型 AI 算法模型；
2. 进一步提高前沿算法；
3. 解决大规模实际问题，高速建模、产品化。
§ 完成上级主管安排的其它辅助工作
任职资格：
药学AI交叉学科、计算机AI算法、生物医学工程（算法方向）、AI化学统计、医药计算机辅助、数学统计等相关专业，硕士或硕士以上学历。研究型实习生尤其欢迎在读博士和博士后
应届毕业，或有1-2年工作经验；
具备一定的英文读写能力；
良好沟通和应变能力，工作积极主动、诚实守信、有责任心。
有很强的自驱力，和自主研究能力。很强的团队协作精神，能在快节奏中出成绩。
精通Python（PyTorch，Tensorflow，Caffe2 等），C/C++等编程比较熟练；有下述其中一项或多项的钻研比较深入的机器/深度学习经历：图网络（GNN）、计算机视觉（包括2D-3D 卷积神经网络CNN）、自然语言处理（NLP/RNN）、知识图谱、特别是跨领域的Transformer系列算法等。能够理解药学/生物制药相关的医疗健康场景。
加分项：候选人最好是曾在国内外药企、CRO 或是其他大型、一流的医疗AI公司工作过或实习过，或者在Google/Facebook/Microsoft等一线互联网公司的AI算法部门工作过或实习过，对医药业务场景拥有浓厚的兴趣；最好曾有医药或者医疗相关AI算法大赛经验；有一定的工程经验，比如算法的优化、加密打包产品化等。"
"人脸识别
视觉算法
GAN
算法优化
优化算法
自然语言处理
深度学习","【岗位职责】
致力于打造业界领先的计算机视觉算法以及金融领域核心算法，深入各企业，了解企业业务需求与痛点，提供完整解决方案，助力企业成功
1、参与华为云人工智能算法建设，负责人工智能相关产品服务的算法开发。
2、能够分析客户需求，实现算法创新，并解决算法落地过程中的相关问题。
3. 关注业界前沿算法进展，攻关技术难题，构建算法竞争力，打造业界领先的计算视觉算法与金融领域核心，业务包括文档结构化提取、表格还原、目标检测、文字识别、文本语义分析，人脸人体识别，视频分析金融数据分析，风控预警等。
4. 优化算法性能，打造极致体验。
【岗位要求】
1、精通CV、NLP、数据挖掘、统计等相关算法原理，熟悉常见深度学习模型。
2、有目标检测、文字识别、人脸识别、视频分析、文本语义、用户增长分析，量化分析，风控预警分析等实际项目经验者优先，有多模态经验优先。
3、动手能力强，熟悉TensorFlow、PyTorch等框架。
4、良好的分析问题、解决问题的能力。能够短期出差现场支撑解决客户问题。
5. 加分项：有GPU性能加速，模型量化压缩等相关经验。
6. 加分项：有迁移学习、小样本学习、生成对抗网络、三维重建经验的优先。"
